site_id,well_id,cell_type,experiment,plate,well,site,disease_condition,treatment,treatment_conc,SMILES
VERO-1_1_T41_4,VERO-1_1_T41,VERO,VERO-1,1,T41,4,Active SARS-CoV-2,Favipiravir,0.01,"NC(=O)C1=NC(F)=CNC1=O |c:6,t:3|"
VERO-1_1_T42_1,VERO-1_1_T42,VERO,VERO-1,1,T42,1,Active SARS-CoV-2,,,
VERO-1_1_T42_2,VERO-1_1_T42,VERO,VERO-1,1,T42,2,Active SARS-CoV-2,,,
VERO-1_1_T42_3,VERO-1_1_T42,VERO,VERO-1,1,T42,3,Active SARS-CoV-2,,,
VERO-1_1_T42_4,VERO-1_1_T42,VERO,VERO-1,1,T42,4,Active SARS-CoV-2,,,
VERO-1_1_T43_1,VERO-1_1_T43,VERO,VERO-1,1,T43,1,Active SARS-CoV-2,,,
VERO-1_1_T43_2,VERO-1_1_T43,VERO,VERO-1,1,T43,2,Active SARS-CoV-2,,,
VERO-1_1_T43_3,VERO-1_1_T43,VERO,VERO-1,1,T43,3,Active SARS-CoV-2,,,
VERO-1_1_T43_4,VERO-1_1_T43,VERO,VERO-1,1,T43,4,Active SARS-CoV-2,,,
VERO-1_1_T44_1,VERO-1_1_T44,VERO,VERO-1,1,T44,1,Active SARS-CoV-2,Imiquimod,3.0,"CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N |c:5,7,12,14,17,t:10|"
VERO-1_1_T44_2,VERO-1_1_T44,VERO,VERO-1,1,T44,2,Active SARS-CoV-2,Imiquimod,3.0,"CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N |c:5,7,12,14,17,t:10|"
VERO-1_1_T44_3,VERO-1_1_T44,VERO,VERO-1,1,T44,3,Active SARS-CoV-2,Imiquimod,3.0,"CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N |c:5,7,12,14,17,t:10|"
VERO-1_1_T44_4,VERO-1_1_T44,VERO,VERO-1,1,T44,4,Active SARS-CoV-2,Imiquimod,3.0,"CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N |c:5,7,12,14,17,t:10|"
VERO-1_1_T45_1,VERO-1_1_T45,VERO,VERO-1,1,T45,1,Active SARS-CoV-2,,,
VERO-1_1_T45_2,VERO-1_1_T45,VERO,VERO-1,1,T45,2,Active SARS-CoV-2,,,
VERO-1_1_T45_3,VERO-1_1_T45,VERO,VERO-1,1,T45,3,Active SARS-CoV-2,,,
VERO-1_1_T45_4,VERO-1_1_T45,VERO,VERO-1,1,T45,4,Active SARS-CoV-2,,,
VERO-1_1_T46_1,VERO-1_1_T46,VERO,VERO-1,1,T46,1,Active SARS-CoV-2,Favipiravir,0.03,"NC(=O)C1=NC(F)=CNC1=O |c:6,t:3|"
VERO-1_1_T46_2,VERO-1_1_T46,VERO,VERO-1,1,T46,2,Active SARS-CoV-2,Favipiravir,0.03,"NC(=O)C1=NC(F)=CNC1=O |c:6,t:3|"
VERO-1_1_T46_3,VERO-1_1_T46,VERO,VERO-1,1,T46,3,Active SARS-CoV-2,Favipiravir,0.03,"NC(=O)C1=NC(F)=CNC1=O |c:6,t:3|"
VERO-1_1_T46_4,VERO-1_1_T46,VERO,VERO-1,1,T46,4,Active SARS-CoV-2,Favipiravir,0.03,"NC(=O)C1=NC(F)=CNC1=O |c:6,t:3|"
VERO-1_1_T47_1,VERO-1_1_T47,VERO,VERO-1,1,T47,1,Active SARS-CoV-2,Tenofovir Disoproxil Fumarate,3.0,"CC(C)OC(=O)OCOP(=O)(CO[C@H](C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C |r,c:17,19,22,24|"
VERO-1_1_T47_2,VERO-1_1_T47,VERO,VERO-1,1,T47,2,Active SARS-CoV-2,Tenofovir Disoproxil Fumarate,3.0,"CC(C)OC(=O)OCOP(=O)(CO[C@H](C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C |r,c:17,19,22,24|"
VERO-1_1_T47_3,VERO-1_1_T47,VERO,VERO-1,1,T47,3,Active SARS-CoV-2,Tenofovir Disoproxil Fumarate,3.0,"CC(C)OC(=O)OCOP(=O)(CO[C@H](C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C |r,c:17,19,22,24|"
VERO-1_1_T47_4,VERO-1_1_T47,VERO,VERO-1,1,T47,4,Active SARS-CoV-2,Tenofovir Disoproxil Fumarate,3.0,"CC(C)OC(=O)OCOP(=O)(CO[C@H](C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C |r,c:17,19,22,24|"
VERO-1_1_U02_1,VERO-1_1_U02,VERO,VERO-1,1,U02,1,Active SARS-CoV-2,Darunavir,3.0,"[H][C@@](O)(CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1)[C@]([H])(CC1=CC=CC=C1)NC(=O)O[C@@]1([H])CO[C@@]2([H])OCC[C@@]12[H] |c:17,25,27,t:12,14,23|"
VERO-1_1_U02_2,VERO-1_1_U02,VERO,VERO-1,1,U02,2,Active SARS-CoV-2,Darunavir,3.0,"[H][C@@](O)(CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1)[C@]([H])(CC1=CC=CC=C1)NC(=O)O[C@@]1([H])CO[C@@]2([H])OCC[C@@]12[H] |c:17,25,27,t:12,14,23|"
VERO-1_1_U02_3,VERO-1_1_U02,VERO,VERO-1,1,U02,3,Active SARS-CoV-2,Darunavir,3.0,"[H][C@@](O)(CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1)[C@]([H])(CC1=CC=CC=C1)NC(=O)O[C@@]1([H])CO[C@@]2([H])OCC[C@@]12[H] |c:17,25,27,t:12,14,23|"
VERO-1_1_U02_4,VERO-1_1_U02,VERO,VERO-1,1,U02,4,Active SARS-CoV-2,Darunavir,3.0,"[H][C@@](O)(CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1)[C@]([H])(CC1=CC=CC=C1)NC(=O)O[C@@]1([H])CO[C@@]2([H])OCC[C@@]12[H] |c:17,25,27,t:12,14,23|"
VERO-1_1_U03_1,VERO-1_1_U03,VERO,VERO-1,1,U03,1,Active SARS-CoV-2,Indinavir,1.0,"CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2 |c:13,15,30,32,42,45,47,t:11,28|"
VERO-1_1_U03_2,VERO-1_1_U03,VERO,VERO-1,1,U03,2,Active SARS-CoV-2,Indinavir,1.0,"CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2 |c:13,15,30,32,42,45,47,t:11,28|"
VERO-1_1_U03_3,VERO-1_1_U03,VERO,VERO-1,1,U03,3,Active SARS-CoV-2,Indinavir,1.0,"CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2 |c:13,15,30,32,42,45,47,t:11,28|"
VERO-1_1_U03_4,VERO-1_1_U03,VERO,VERO-1,1,U03,4,Active SARS-CoV-2,Indinavir,1.0,"CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2 |c:13,15,30,32,42,45,47,t:11,28|"
VERO-1_1_U04_1,VERO-1_1_U04,VERO,VERO-1,1,U04,1,Active SARS-CoV-2,Pacritinib,0.01,"C(CN1CCCC1)OC1=CC=C2NC3=NC=CC(=N3)C3=CC(COC\C=C\COCC1=C2)=CC=C3 |c:16,18,33,35,37,t:9,11,14,21,27|"
VERO-1_1_U04_2,VERO-1_1_U04,VERO,VERO-1,1,U04,2,Active SARS-CoV-2,Pacritinib,0.01,"C(CN1CCCC1)OC1=CC=C2NC3=NC=CC(=N3)C3=CC(COC\C=C\COCC1=C2)=CC=C3 |c:16,18,33,35,37,t:9,11,14,21,27|"
VERO-1_1_U04_3,VERO-1_1_U04,VERO,VERO-1,1,U04,3,Active SARS-CoV-2,Pacritinib,0.01,"C(CN1CCCC1)OC1=CC=C2NC3=NC=CC(=N3)C3=CC(COC\C=C\COCC1=C2)=CC=C3 |c:16,18,33,35,37,t:9,11,14,21,27|"
VERO-1_1_U04_4,VERO-1_1_U04,VERO,VERO-1,1,U04,4,Active SARS-CoV-2,Pacritinib,0.01,"C(CN1CCCC1)OC1=CC=C2NC3=NC=CC(=N3)C3=CC(COC\C=C\COCC1=C2)=CC=C3 |c:16,18,33,35,37,t:9,11,14,21,27|"
VERO-1_1_U05_1,VERO-1_1_U05,VERO,VERO-1,1,U05,1,Active SARS-CoV-2,Indinavir,0.01,"CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2 |c:13,15,30,32,42,45,47,t:11,28|"
VERO-1_1_U05_2,VERO-1_1_U05,VERO,VERO-1,1,U05,2,Active SARS-CoV-2,Indinavir,0.01,"CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2 |c:13,15,30,32,42,45,47,t:11,28|"
VERO-1_1_U05_3,VERO-1_1_U05,VERO,VERO-1,1,U05,3,Active SARS-CoV-2,Indinavir,0.01,"CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2 |c:13,15,30,32,42,45,47,t:11,28|"
VERO-1_1_U05_4,VERO-1_1_U05,VERO,VERO-1,1,U05,4,Active SARS-CoV-2,Indinavir,0.01,"CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2 |c:13,15,30,32,42,45,47,t:11,28|"
VERO-1_1_U06_1,VERO-1_1_U06,VERO,VERO-1,1,U06,1,Active SARS-CoV-2,Ribavirin,0.003,"NC(=O)C1=NN(C=N1)[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O |c:6,t:3|"
VERO-1_1_U06_2,VERO-1_1_U06,VERO,VERO-1,1,U06,2,Active SARS-CoV-2,Ribavirin,0.003,"NC(=O)C1=NN(C=N1)[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O |c:6,t:3|"
VERO-1_1_U06_3,VERO-1_1_U06,VERO,VERO-1,1,U06,3,Active SARS-CoV-2,Ribavirin,0.003,"NC(=O)C1=NN(C=N1)[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O |c:6,t:3|"
VERO-1_1_U06_4,VERO-1_1_U06,VERO,VERO-1,1,U06,4,Active SARS-CoV-2,Ribavirin,0.003,"NC(=O)C1=NN(C=N1)[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O |c:6,t:3|"
VERO-1_1_U07_1,VERO-1_1_U07,VERO,VERO-1,1,U07,1,Active SARS-CoV-2,Pacritinib,0.01,"C(CN1CCCC1)OC1=CC=C2NC3=NC=CC(=N3)C3=CC(COC\C=C\COCC1=C2)=CC=C3 |c:16,18,33,35,37,t:9,11,14,21,27|"
VERO-1_1_U07_2,VERO-1_1_U07,VERO,VERO-1,1,U07,2,Active SARS-CoV-2,Pacritinib,0.01,"C(CN1CCCC1)OC1=CC=C2NC3=NC=CC(=N3)C3=CC(COC\C=C\COCC1=C2)=CC=C3 |c:16,18,33,35,37,t:9,11,14,21,27|"
VERO-1_1_U07_3,VERO-1_1_U07,VERO,VERO-1,1,U07,3,Active SARS-CoV-2,Pacritinib,0.01,"C(CN1CCCC1)OC1=CC=C2NC3=NC=CC(=N3)C3=CC(COC\C=C\COCC1=C2)=CC=C3 |c:16,18,33,35,37,t:9,11,14,21,27|"
VERO-1_1_U07_4,VERO-1_1_U07,VERO,VERO-1,1,U07,4,Active SARS-CoV-2,Pacritinib,0.01,"C(CN1CCCC1)OC1=CC=C2NC3=NC=CC(=N3)C3=CC(COC\C=C\COCC1=C2)=CC=C3 |c:16,18,33,35,37,t:9,11,14,21,27|"
VERO-1_1_U09_1,VERO-1_1_U09,VERO,VERO-1,1,U09,1,Active SARS-CoV-2,Ritonavir,0.003,"CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1 |c:13,30,32,42,49,51,t:10,28,40,47|"
VERO-1_1_U09_2,VERO-1_1_U09,VERO,VERO-1,1,U09,2,Active SARS-CoV-2,Ritonavir,0.003,"CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1 |c:13,30,32,42,49,51,t:10,28,40,47|"
VERO-1_1_U09_3,VERO-1_1_U09,VERO,VERO-1,1,U09,3,Active SARS-CoV-2,Ritonavir,0.003,"CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1 |c:13,30,32,42,49,51,t:10,28,40,47|"
VERO-1_1_U09_4,VERO-1_1_U09,VERO,VERO-1,1,U09,4,Active SARS-CoV-2,Ritonavir,0.003,"CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1 |c:13,30,32,42,49,51,t:10,28,40,47|"
VERO-1_1_U10_1,VERO-1_1_U10,VERO,VERO-1,1,U10,1,Active SARS-CoV-2,Quinine,0.01,"COC1=CC2=C(C=CN=C2C=C1)[C@@H](O)[C@@H]1C[C@@H]2CCN1C[C@@H]2C=C |c:6,8,11,t:2,4|"
VERO-1_1_U10_2,VERO-1_1_U10,VERO,VERO-1,1,U10,2,Active SARS-CoV-2,Quinine,0.01,"COC1=CC2=C(C=CN=C2C=C1)[C@@H](O)[C@@H]1C[C@@H]2CCN1C[C@@H]2C=C |c:6,8,11,t:2,4|"
VERO-1_1_U10_3,VERO-1_1_U10,VERO,VERO-1,1,U10,3,Active SARS-CoV-2,Quinine,0.01,"COC1=CC2=C(C=CN=C2C=C1)[C@@H](O)[C@@H]1C[C@@H]2CCN1C[C@@H]2C=C |c:6,8,11,t:2,4|"
VERO-1_1_U10_4,VERO-1_1_U10,VERO,VERO-1,1,U10,4,Active SARS-CoV-2,Quinine,0.01,"COC1=CC2=C(C=CN=C2C=C1)[C@@H](O)[C@@H]1C[C@@H]2CCN1C[C@@H]2C=C |c:6,8,11,t:2,4|"
VERO-1_1_U11_1,VERO-1_1_U11,VERO,VERO-1,1,U11,1,Active SARS-CoV-2,Haloperidol,0.1,"OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1 |c:15,26,t:10,12,21,23|"
VERO-1_1_U11_2,VERO-1_1_U11,VERO,VERO-1,1,U11,2,Active SARS-CoV-2,Haloperidol,0.1,"OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1 |c:15,26,t:10,12,21,23|"
VERO-1_1_U11_3,VERO-1_1_U11,VERO,VERO-1,1,U11,3,Active SARS-CoV-2,Haloperidol,0.1,"OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1 |c:15,26,t:10,12,21,23|"
VERO-1_1_U11_4,VERO-1_1_U11,VERO,VERO-1,1,U11,4,Active SARS-CoV-2,Haloperidol,0.1,"OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1 |c:15,26,t:10,12,21,23|"
VERO-1_1_U12_1,VERO-1_1_U12,VERO,VERO-1,1,U12,1,Active SARS-CoV-2,Haloperidol,0.3,"OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1 |c:15,26,t:10,12,21,23|"
VERO-1_1_U12_2,VERO-1_1_U12,VERO,VERO-1,1,U12,2,Active SARS-CoV-2,Haloperidol,0.3,"OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1 |c:15,26,t:10,12,21,23|"
VERO-1_1_U12_3,VERO-1_1_U12,VERO,VERO-1,1,U12,3,Active SARS-CoV-2,Haloperidol,0.3,"OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1 |c:15,26,t:10,12,21,23|"
VERO-1_1_U12_4,VERO-1_1_U12,VERO,VERO-1,1,U12,4,Active SARS-CoV-2,Haloperidol,0.3,"OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1 |c:15,26,t:10,12,21,23|"
VERO-1_1_U13_1,VERO-1_1_U13,VERO,VERO-1,1,U13,1,Active SARS-CoV-2,Chloroquine,0.03,"CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12 |c:13,18,t:11,15,20|"
VERO-1_1_U13_2,VERO-1_1_U13,VERO,VERO-1,1,U13,2,Active SARS-CoV-2,Chloroquine,0.03,"CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12 |c:13,18,t:11,15,20|"
VERO-1_1_U13_3,VERO-1_1_U13,VERO,VERO-1,1,U13,3,Active SARS-CoV-2,Chloroquine,0.03,"CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12 |c:13,18,t:11,15,20|"
VERO-1_1_U13_4,VERO-1_1_U13,VERO,VERO-1,1,U13,4,Active SARS-CoV-2,Chloroquine,0.03,"CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12 |c:13,18,t:11,15,20|"
VERO-1_1_U14_1,VERO-1_1_U14,VERO,VERO-1,1,U14,1,Active SARS-CoV-2,Migalastat,3.0,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O
VERO-1_1_U14_2,VERO-1_1_U14,VERO,VERO-1,1,U14,2,Active SARS-CoV-2,Migalastat,3.0,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O
VERO-1_1_U14_3,VERO-1_1_U14,VERO,VERO-1,1,U14,3,Active SARS-CoV-2,Migalastat,3.0,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O
VERO-1_1_U14_4,VERO-1_1_U14,VERO,VERO-1,1,U14,4,Active SARS-CoV-2,Migalastat,3.0,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O
VERO-1_1_U15_1,VERO-1_1_U15,VERO,VERO-1,1,U15,1,Active SARS-CoV-2,Idelalisib,1.0,"CC[C@H](NC1=C2N=CNC2=NC=N1)C1=NC2=CC=CC(F)=C2C(=O)N1C1=CC=CC=C1 |c:4,6,10,12,19,22,31,33,t:15,17,29|"
VERO-1_1_U15_2,VERO-1_1_U15,VERO,VERO-1,1,U15,2,Active SARS-CoV-2,Idelalisib,1.0,"CC[C@H](NC1=C2N=CNC2=NC=N1)C1=NC2=CC=CC(F)=C2C(=O)N1C1=CC=CC=C1 |c:4,6,10,12,19,22,31,33,t:15,17,29|"
VERO-1_1_U15_3,VERO-1_1_U15,VERO,VERO-1,1,U15,3,Active SARS-CoV-2,Idelalisib,1.0,"CC[C@H](NC1=C2N=CNC2=NC=N1)C1=NC2=CC=CC(F)=C2C(=O)N1C1=CC=CC=C1 |c:4,6,10,12,19,22,31,33,t:15,17,29|"
VERO-1_1_U15_4,VERO-1_1_U15,VERO,VERO-1,1,U15,4,Active SARS-CoV-2,Idelalisib,1.0,"CC[C@H](NC1=C2N=CNC2=NC=N1)C1=NC2=CC=CC(F)=C2C(=O)N1C1=CC=CC=C1 |c:4,6,10,12,19,22,31,33,t:15,17,29|"
VERO-1_1_U17_1,VERO-1_1_U17,VERO,VERO-1,1,U17,1,Active SARS-CoV-2,Nicotianamine,1.0,N[C@@H](CCN[C@@H](CCN1CC[C@H]1C(O)=O)C(O)=O)C(O)=O
VERO-1_1_U17_2,VERO-1_1_U17,VERO,VERO-1,1,U17,2,Active SARS-CoV-2,Nicotianamine,1.0,N[C@@H](CCN[C@@H](CCN1CC[C@H]1C(O)=O)C(O)=O)C(O)=O
VERO-1_1_U17_3,VERO-1_1_U17,VERO,VERO-1,1,U17,3,Active SARS-CoV-2,Nicotianamine,1.0,N[C@@H](CCN[C@@H](CCN1CC[C@H]1C(O)=O)C(O)=O)C(O)=O
VERO-1_1_U17_4,VERO-1_1_U17,VERO,VERO-1,1,U17,4,Active SARS-CoV-2,Nicotianamine,1.0,N[C@@H](CCN[C@@H](CCN1CC[C@H]1C(O)=O)C(O)=O)C(O)=O
VERO-1_1_U18_1,VERO-1_1_U18,VERO,VERO-1,1,U18,1,Active SARS-CoV-2,Lopinavir,0.1,"CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1 |c:23,25,33,36,38,45,47,t:21,43|"
VERO-1_1_U18_2,VERO-1_1_U18,VERO,VERO-1,1,U18,2,Active SARS-CoV-2,Lopinavir,0.1,"CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1 |c:23,25,33,36,38,45,47,t:21,43|"
VERO-1_1_U18_3,VERO-1_1_U18,VERO,VERO-1,1,U18,3,Active SARS-CoV-2,Lopinavir,0.1,"CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1 |c:23,25,33,36,38,45,47,t:21,43|"
VERO-1_1_U18_4,VERO-1_1_U18,VERO,VERO-1,1,U18,4,Active SARS-CoV-2,Lopinavir,0.1,"CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1 |c:23,25,33,36,38,45,47,t:21,43|"
VERO-1_1_U19_1,VERO-1_1_U19,VERO,VERO-1,1,U19,1,Active SARS-CoV-2,quinine-ethyl-carbonate,0.03,"CCOC(=O)O[C@H]([C@H]1C[C@@H]2CC[N@@]1C[C@@H]2C=C)C1=CC=NC2=CC=C(OC)C=C12 |r,c:21,t:19,23,25,29|"
VERO-1_1_U19_2,VERO-1_1_U19,VERO,VERO-1,1,U19,2,Active SARS-CoV-2,quinine-ethyl-carbonate,0.03,"CCOC(=O)O[C@H]([C@H]1C[C@@H]2CC[N@@]1C[C@@H]2C=C)C1=CC=NC2=CC=C(OC)C=C12 |r,c:21,t:19,23,25,29|"
VERO-1_1_U19_3,VERO-1_1_U19,VERO,VERO-1,1,U19,3,Active SARS-CoV-2,quinine-ethyl-carbonate,0.03,"CCOC(=O)O[C@H]([C@H]1C[C@@H]2CC[N@@]1C[C@@H]2C=C)C1=CC=NC2=CC=C(OC)C=C12 |r,c:21,t:19,23,25,29|"
VERO-1_1_U19_4,VERO-1_1_U19,VERO,VERO-1,1,U19,4,Active SARS-CoV-2,quinine-ethyl-carbonate,0.03,"CCOC(=O)O[C@H]([C@H]1C[C@@H]2CC[N@@]1C[C@@H]2C=C)C1=CC=NC2=CC=C(OC)C=C12 |r,c:21,t:19,23,25,29|"
VERO-1_1_U20_1,VERO-1_1_U20,VERO,VERO-1,1,U20,1,Active SARS-CoV-2,,,
VERO-1_1_U20_2,VERO-1_1_U20,VERO,VERO-1,1,U20,2,Active SARS-CoV-2,,,
VERO-1_1_U20_3,VERO-1_1_U20,VERO,VERO-1,1,U20,3,Active SARS-CoV-2,,,
VERO-1_1_U20_4,VERO-1_1_U20,VERO,VERO-1,1,U20,4,Active SARS-CoV-2,,,
VERO-1_1_U21_1,VERO-1_1_U21,VERO,VERO-1,1,U21,1,Active SARS-CoV-2,Arbidol,1.0,"CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12 |c:5,11,13,t:9,18,21,28|"
VERO-1_1_U21_2,VERO-1_1_U21,VERO,VERO-1,1,U21,2,Active SARS-CoV-2,Arbidol,1.0,"CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12 |c:5,11,13,t:9,18,21,28|"
VERO-1_1_U21_3,VERO-1_1_U21,VERO,VERO-1,1,U21,3,Active SARS-CoV-2,Arbidol,1.0,"CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12 |c:5,11,13,t:9,18,21,28|"
VERO-1_1_U21_4,VERO-1_1_U21,VERO,VERO-1,1,U21,4,Active SARS-CoV-2,Arbidol,1.0,"CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12 |c:5,11,13,t:9,18,21,28|"
VERO-1_1_U22_1,VERO-1_1_U22,VERO,VERO-1,1,U22,1,Active SARS-CoV-2,Indomethacin,0.01,"COC1=CC=C2N(C(=O)C3=CC=C(Cl)C=C3)C(C)=C(CC(O)=O)C2=C1 |c:14,25,t:2,4,9,11,18|"
VERO-1_1_U22_2,VERO-1_1_U22,VERO,VERO-1,1,U22,2,Active SARS-CoV-2,Indomethacin,0.01,"COC1=CC=C2N(C(=O)C3=CC=C(Cl)C=C3)C(C)=C(CC(O)=O)C2=C1 |c:14,25,t:2,4,9,11,18|"
VERO-1_1_U22_3,VERO-1_1_U22,VERO,VERO-1,1,U22,3,Active SARS-CoV-2,Indomethacin,0.01,"COC1=CC=C2N(C(=O)C3=CC=C(Cl)C=C3)C(C)=C(CC(O)=O)C2=C1 |c:14,25,t:2,4,9,11,18|"
VERO-1_1_U22_4,VERO-1_1_U22,VERO,VERO-1,1,U22,4,Active SARS-CoV-2,Indomethacin,0.01,"COC1=CC=C2N(C(=O)C3=CC=C(Cl)C=C3)C(C)=C(CC(O)=O)C2=C1 |c:14,25,t:2,4,9,11,18|"
VERO-1_1_U23_1,VERO-1_1_U23,VERO,VERO-1,1,U23,1,Active SARS-CoV-2,,,
VERO-1_1_U23_2,VERO-1_1_U23,VERO,VERO-1,1,U23,2,Active SARS-CoV-2,,,
VERO-1_1_U23_3,VERO-1_1_U23,VERO,VERO-1,1,U23,3,Active SARS-CoV-2,,,
VERO-1_1_U23_4,VERO-1_1_U23,VERO,VERO-1,1,U23,4,Active SARS-CoV-2,,,
VERO-1_1_U25_1,VERO-1_1_U25,VERO,VERO-1,1,U25,1,Active SARS-CoV-2,Lopinavir,0.3,"CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1 |c:23,25,33,36,38,45,47,t:21,43|"
