compound_id,name,HUVEC-1,smiles
1375,physostigmine,0.284070852,"CNC(=O)OC1=CC2=C(C=C1)N(C)[C@H]1N(C)CC[C@@]21C |a:13,18,r,c:7,9,t:5|"
3377,Doxofylline,0.353006053,"CN1C2=C(N(CC3OCCO3)C=N2)C(=O)N(C)C1=O |c:12,t:2|"
567,17-hydroxyprogesterone-caproate,0.352612587,"CCCCCC(=O)O[C@@]1(CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C)C(C)=O |a:8,21,26,r,t:15|"
2183,SC75741,0.352457654,"O=C(NC1=NC2=CC=C(C=C2N1)C(=O)C1=CC=CC=C1)C1=CSC(=N1)C1CCN(CC1)C1=C2SC=CC2=NC=N1 |c:7,9,18,20,26,36,39,42,44,t:3,5,16,23|"
2384,Sildenafil,0.352241186,"CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1 |c:7,10,18,20,t:3,16|"
1483,clenbuterol,0.352115134,"CC(C)(C)NC[C@H](O)C1=CC(Cl)=C(N)C(Cl)=C1 |&1:6,r,c:15,t:8,11|"
2326,sacubitril,0.351583007,"CCOC(=O)[C@H](C)C[C@@H](CC1=CC=C(C=C1)C1=CC=CC=C1)NC(=O)CCC(O)=O |a:5,8,r,c:12,14,19,21,t:10,17|"
2562,Alverine,0.144417508,"CCN(CCCC1=CC=CC=C1)CCCC1=CC=CC=C1 |c:8,10,18,20,t:6,16|"
1974,phenprocoumon,0.351327775,"CC[C@@H](C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2 |&1:2,r,c:5,7,10,13,19,21,t:3|"
1513,Rufinamide,0.351027172,"NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1 |c:7,10,12,16,t:3|"
211,faropenem-medoxomil,0.350963275,"C[C@@H](O)[C@@H]1[C@H]2SC([C@H]3CCCO3)=C(N2C1=O)C(=O)OCC1=C(C)OC(=O)O1 |a:1,3,4,7,r,c:12,23|"
372,Nimesulide,0.3505092,"CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O |c:5,10,12,15,17,t:8|"
660,malic acid,0.350448907,OC(CC(O)=O)C(O)=O
1410,Butacaine,0.350389122,"CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1 |c:20,t:15,17|"
3372,hyoscyamine,0.350059096,"CN1C2CC[C@@H]1C[C@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1 |a:5,7,12,r,c:19,21,t:17,THB:0:1:7.8.6:3.4|"
3556,Pioglitazone,0.349693289,"CCC1=CC=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)N=C1 |c:22,25,t:2,4,9,11|"
3466,Naratriptan,0.349596178,"CNS(=O)(=O)CCC1=CC=C2NC=C(C3CCN(C)CC3)C2=C1 |c:23,t:7,9,12|"
106,Metoclopramide,0.349508151,"CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC |c:16,t:10,13|"
3344,Azatadine,0.349349096,"CN1CCC(CC1)=C1C2=CC=CC=C2CCC2=CC=CN=C12 |c:11,13,20,t:9,18,22|"
675,cefepime,0.349326054,"CO\N=C(\C(=O)NC1C2SCC(C[N+]3(C)CCCC3)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1 |c:19,33,t:29|"
1438,Polydatin,0.349001131,"OC[C@H]1O[C@@H](OC2=CC(O)=CC(\C=C\C3=CC=C(O)C=C3)=C2)[C@@H](O)[C@@H](O)[C@@H]1O |c:9,19,21,t:6,14,16|"
2546,mozavaptan,0.348610372,"CN(C)[C@H]1CCCN(C(=O)C2=CC=C(NC(=O)C3=C(C)C=CC=C3)C=C2)C2=C1C=CC=C2 |&1:3,r,c:17,20,22,25,28,31,33,t:10,12|"
2209,SLx-2119,0.348451755,"CC(C)NC(=O)COC1=CC=CC(=C1)C1=NC(NC2=CC3=C(NN=C3)C=C2)=C2C=CC=CC2=N1 |c:10,12,24,27,31,33,36,t:8,15,19,21,29|"
2942,Quinapril,0.347333723,"CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=C(C[C@H]1C(O)=O)C=CC=C2 |c:10,12,22,30,32,t:8|"
2509,monoctanoin,0.347328222,CCCCCCCC(=O)OCC(O)CO
834,Sodium gualenate,0.347269559,"CC(C)C1=CC2=C(C)C=C(C2=C(C)C=C1)S(O)(=O)=O |c:5,8,14,t:3,11|"
523,Trioxsalen,0.346168566,"CC1=CC2=C(O1)C(C)=C1OC(=O)C=C(C)C1=C2 |c:3,17,t:1,8,13|"
2233,Glycopyrrolate,0.346000478,"C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1 |c:21,23,t:19|"
1033,Ketanserin,0.345762352,"FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=CC=CC=C3C2=O)CC1 |c:3,5,22,24,t:1,20|"
3427,Dapsone,0.345421277,"NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1 |c:3,5,16,t:1,11,13|"
3413,pantoprazole,0.345298266,"COC1=C(OC)C(C[S@](=O)C2=NC3=C(N2)C=CC(OC(F)F)=C3)=NC=C1 |&1:8,r,c:2,12,16,22,24,26,t:10|"
3007,Rosuvastatin,0.345150171,"CC(C)C1=C(C=C[C@@H](O)C[C@@H](O)CC([O-])=O)C(=NC(=N1)N(C)S(C)(=O)=O)C1=CC=C(F)C=C1 |c:3,16,18,32,t:27,29|"
1695,Folinic acid,0.34477912,"NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)N2C=O)N1 |c:14,16,t:1,5,12|"
421,TG101348,0.344732512,"CC1=C(NC2=CC=CC(=C2)S(=O)(=O)NC(C)(C)C)N=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1 |c:1,6,8,35,38,t:4,19,22,24|"
3738,NS-1643,0.344528996,"OC1=C(NC(=O)NC2=C(O)C=CC(=C2)C(F)(F)F)C=C(C=C1)C(F)(F)F |c:1,7,10,12,19,21|"
350,Ropinirole,0.344507824,"CCCN(CCC)CCC1=CC=CC2=C1CC(=O)N2 |c:11,13,t:9|"
508,tavaborole,0.344164163,"OB1OCC2=C1C=CC(F)=C2 |c:4,7,10|"
2930,Toltrazuril,0.344144606,"CN1C(=O)NC(=O)N(C1=O)C1=CC(C)=C(OC2=CC=C(SC(F)(F)F)C=C2)C=C1 |c:26,29,t:11,14,17,19|"
1011,floctafenine,-0.020322317,"OCC(O)COC(=O)C1=C(NC2=C3C=CC=C(C3=NC=C2)C(F)(F)F)C=CC=C1 |c:8,11,13,15,18,20,27,29|"
649,Ticlopidine,0.343842641,"ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2 |c:3,5,12,16,t:1|"
236,selamectin,0.343757052,"CO[C@H]1CC(O[C@H]2[C@@H](C)\C=C\C=C3\CO[C@@H]4\C(=N/O)C(C)=C[C@@H](C(=O)O[C@H]5C[C@@H](C\C=C2/C)O[C@@]2(CC[C@H](C)[C@H](O2)C2CCCCC2)C5)[C@]34O)O[C@@H](C)C1O |a:2,6,7,15,22,26,28,34,37,39,48,51,r,c:20,t:9,11,30|"
2766,Pramipexole,0.34290494,"CCCN[C@H]1CCC2=C(C1)SC(N)=N2 |c:7,13|"
3544,Hexylresorcinol,0.342865459,"CCCCCCC1=CC=C(O)C=C1O |c:11,t:6,8|"
1232,simvastatin,0.342800348,"CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12 |r,c:14,t:12|"
568,Leflunomide,0.342684059,"CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F |c:3,12,14,t:1,10|"
3425,Gefitinib,0.342579472,"COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC=C(F)C(Cl)=C3)=NC=NC2=C1 |c:2,25,27,29,32,t:15,19,21|"
755,Fexaramine,0.342206083,"COC(=O)\C=C\C1=CC=CC(=C1)N(CC1=CC=C(C=C1)C1=CC=C(C=C1)N(C)C)C(=O)C1CCCCC1 |c:8,10,17,19,24,26,t:6,15,22|"
305,Flunixin meglumin,0.341855362,"CC1=C(C=CC=C1NC1=NC=CC=C1C(O)=O)C(F)(F)F |c:3,5,11,13,t:1,9|"
2255,belotecan,-0.982525324,"CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=C(CCNC(C)C)C4=CC=CC=C4N=C13)C2=O |c:8,11,15,25,27,t:23,30|"
334,phenprobamate,0.341177536,"NC(=O)OCCCC1=CC=CC=C1 |c:9,11,t:7|"
2141,fenoprofen,0.281894339,"C[C@@H](C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1 |&1:1,r,c:11,13,15,17,t:5,9|"
2590,Dolutegravir,0.340804745,"[H][C@]12CN3C=C(C(=O)NCC4=C(F)C=C(F)C=C4)C(=O)C(O)=C3C(=O)N1[C@@H](C)CCO2 |c:10,16,22,t:4,13|"
2333,Midodrine,0.340495984,"COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1 |c:16,t:2,12|"
2895,Trospium,0.340491303,"[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1 |c:17,19,24,26,t:15,22|"
2501,Amoxapine,0.340441447,"ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1 |c:8,10,13,23,t:1,3,6|"
1829,Folic acid,0.340397944,"NC1=NC(=O)C2=C(N1)N=CC(CNC1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=N2 |c:5,9,16,18,32,t:1,14|"
2609,metacresol,0.339440078,"CC1=CC=CC(O)=C1 |c:3,6,t:1|"
2199,bethanechol,0.339179795,"C[C@@H](C[N+](C)(C)C)OC(N)=O |&1:1,r|"
2646,cloxacillin,0.339108999,"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1Cl)C([O-])=O |r,c:16,20,25,27,t:23|"
1880,Gliclazide,0.338194644,"CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1 |c:3,5,t:1|"
1916,Erythromycin,0.337352162,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
1675,cimetropium,0.337008342,"C[N+]1(CC2CC2)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1 |a:6,8,10,11,13,17,r,c:26,28,t:24,TLB:2:1:8.9.7:11.13,0:1:8.9.7:11.13|"
2432,Idebenone,0.336630457,"COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O |c:2,t:19|"
253,Triclabendazole,0.336548798,"CSC1=NC2=C(N1)C=C(Cl)C(OC1=C(Cl)C(Cl)=CC=C1)=C2 |c:4,13,17,19,21,t:2,8|"
692,Prednisone,0.336433413,"C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO |c:13,t:9|"
2898,Apixaban,0.335772637,"COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O |c:4,6,15,26,28,t:2,10,24|"
749,Marbofloxacin,0.335770708,"CN1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN3N(C)COC1=C23)C(O)=O |c:8,15,23,t:11|"
943,barnidipine,0.335745304,"COC(=O)C1=C(C)NC(C)=C([C@H]1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)O[C@H]1CCN(CC2=CC=CC=C2)C1 |a:11,24,r,c:4,9,15,17,33,35,t:13,31|"
195,BTK IN-1,0.335555733,"ClC1=CC(NCC(=O)NC2CCCN(C2)C2=C3C=CNC3=NC=N2)=CC=C1 |c:16,18,22,24,26,28,t:1|"
160,rifampin,0.335401975,"CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(C)CC1)=C(O)C4=C3C2=O |a:2,6,26,28,30,32,34,36,41,r,c:9,58,t:3,13,16,24,54|"
887,fosphenytoin,0.335004143,"OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1 |c:16,18,23,25,t:14,21|"
2700,ergonovine,0.335000937,"CC(CO)NC(=O)C1CN(C)[C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1 |a:11,r,c:18,25,t:13,16,20|"
1982,Voxelotor,0.334821474,"CC(C)N1N=CC=C1C1=NC=CC=C1COC1=CC=CC(O)=C1C=O |c:4,6,11,13,20,23,t:9,18|"
45,cleviprex,0.333665223,"CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C([C@@H]1C1=CC=CC(Cl)=C1Cl)C(=O)OC |&1:17,r,c:10,15,21,24,t:19|"
143,Zilpaterol,0.332443775,"CC(C)N[C@H]1CCN2C(=O)NC3=CC=CC([C@@H]1O)=C23 |c:13,t:11,18|"
2145,Prazosin,0.331961877,"COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1 |c:2,9,11,14,28,t:6,26|"
2738,nedocromil,0.331511567,"CCCC1=C2N(CC)C(=CC(=O)C2=CC2=C1OC(=CC2=O)C(O)=O)C(O)=O |c:3,8,13,15,19|"
1043,methsuximide,0.331130435,"CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1 |c:12,14,t:10|"
354,Talmapimod,0.330520145,"C[C@H]1CN([C@H](C)CN1CC1=CC=C(F)C=C1)C(=O)C1=C(Cl)C=C2N(C)C=C(C(=O)C(=O)N(C)C)C2=C1 |c:15,20,37,t:10,12,23,27|"
1110,Lornoxicam,0.330440223,"CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=C(Cl)S2)S1(=O)=O |c:8,10,t:6,12,15,17|"
2303,Droperidol,0.330099686,"OC1=NC2=CC=CC=C2N1C1=CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1 |c:5,7,26,t:1,3,12,21,23|"
557,enocitabine,0.03895512,"CCCCCCCCCCCCCCCCCCCCCC(=O)NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O |a:31,33,36,38,r,c:29,t:24|"
3691,Sabutoclax,0.328737584,"CC(CNC(=O)C1=C(O)C(O)=CC2=C(O)C(=C(C)C=C12)C1=C(C)C=C2C(C=C(O)C(O)=C2C(=O)NCC(C)C2=CC=CC=C2)=C1O)C1=CC=CC=C1 |c:6,10,12,22,25,32,43,45,47,53,55,t:15,18,28,41,51|"
1443,chlorotrianisene,0.328546451,"COC1=CC=C(C=C1)C(Cl)=C(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1 |c:4,6,18,27,t:2,12,14,21,23|"
1343,Clinofibrate,0.327961344,"CCC(C)(OC1=CC=C(C=C1)C1(CCCCC1)C1=CC=C(OC(C)(CC)C(O)=O)C=C1)C(O)=O |c:7,9,31,t:5,19,21|"
3615,KPT-276,0.085783956,"FC(F)(F)C1=CC(=CC(=C1)C1=NN(\C=C/C(=O)N2CC(F)(F)C2)C=N1)C(F)(F)F |c:6,8,25,t:4,11|"
1351,Spiramycin,0.327874124,"CO[C@@H]1[C@H](O)CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O[C@H]2CC[C@@H]([C@H](C)O2)N(C)C)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@H]1O[C@@H](C)[C@H](O[C@@H]2C[C@](C)(O)[C@H](O)[C@@H](C)O2)[C@H]([C@@H]1O)N(C)C |t:12,14|"
501,pralidoxime,0.327675871,"C[N+]1=C(\C=N\O)C=CC=C1 |c:1,6,8|"
2017,isometheptene-mucate,0.327399875,CNC(C)CCC=C(C)C
391,Azaperone,0.326690484,"FC1=CC=C(C=C1)C(=O)CCCN1CCN(CC1)C1=CC=CC=N1 |c:3,5,22,24,t:1,20|"
397,Nylidrin,0.326671506,"CC(CCC1=CC=CC=C1)NC(C)C(O)C1=CC=C(O)C=C1 |c:6,8,21,t:4,16,18|"
620,betazole,0.326649048,"NCCC1=NNC=C1 |c:6,t:3|"
1032,Torsemide,0.326018327,"CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1 |c:10,15,18,21,23,t:13|"
1100,adrafinil,0.325989494,"ONC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1 |c:10,12,17,19,t:8,15|"
1383,norethisterone-enanthate,0.325829458,"CCCCCCC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C |a:9,12,13,22,23,26,r,t:16|"
203,Olopatadine,0.325690499,"CN(C)CC\C=C1/C2=C(COC3=C1C=C(CC(O)=O)C=C3)C=CC=C2 |c:7,11,20,23,25,t:14|"
1662,Clofoctol,0.280572685,"CC(C)(C)CC(C)(C)C1=CC(CC2=C(Cl)C=C(Cl)C=C2)=C(O)C=C1 |c:12,18,23,t:8,15,20|"
333,viloxazine,0.325461724,"CCOC1=C(OCC2CNCCO2)C=CC=C1 |c:3,14,16|"
2956,Ipratropium,0.32527675,"CC(C)[N+]1(C)C2CCC1CC(C2)OC(=O)C(CO)C1=CC=CC=C1 |c:22,24,t:20|"
897,Acalabrutinib,0.3250826,"CC#CC(=O)N1CCC[C@H]1C1=NC(=C2N1C=CN=C2N)C1=CC=C(C=C1)C(=O)NC1=NC=CC=C1 |c:13,17,19,25,27,35,37,t:11,23,33|"
2244,Chloroguanide,0.325003412,"CC(C)N=C(N)\N=C(/N)NC1=CC=C(Cl)C=C1 |c:15,t:10,12|"
1591,atenolol-(+/-),0.32415244,"CC(C)NC[C@H](O)COC1=CC=C(CC(N)=O)C=C1 |&1:5,r,c:17,t:9,11|"
978,nadifloxacin,0.324122696,"C[C@H]1CCC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCC(O)CC1 |&1:1,r,c:4,16,19,t:8|"
788,Triflusal,0.324116658,"CC(=O)OC1=CC(=CC=C1C(O)=O)C(F)(F)F |c:6,8,t:4|"
2435,paritaprevir,0.324094796,"CC1=CN=C(C=N1)C(=O)N[C@H]1CCCCC\C=C/[C@@H]2C[C@]2(NC(=O)[C@@H]2C[C@H](CN2C1=O)OC1=NC2=CC=CC=C2C2=CC=CC=C12)C(=O)NS(=O)(=O)C1CC1 |a:10,18,20,24,26,r,c:3,5,17,40,42,47,t:1,36,38,45,49|"
336,secnidazole,0.324048154,"C[C@H](O)CN1C(C)=NC=C1[N+]([O-])=O |&1:1,r,c:6,8|"
678,SCMC-Lys,0.323955867,"N[C@@H](CSCC(O)=O)C(O)=O |a:1,r|"
702,mupirocin,0.323943018,"C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O |a:1,3,5,7,9,12,31,33,r|"
3639,4-Biphenylacetic acid,0.323888747,"OC(=O)CC1=CC=C(C=C1)C1=CC=CC=C1 |c:6,8,13,15,t:4,11|"
2060,Tamibarotene,0.23200864,"CC1(C)CCC(C)(C)C2=C1C=CC(NC(=O)C1=CC=C(C=C1)C(O)=O)=C2 |c:8,11,19,21,26,t:17|"
3720,AZD 1283,0.04454305,"CCOC(=O)C1=CC(C#N)=C(N=C1C)N1CCC(CC1)C(=O)NS(=O)(=O)CC1=CC=CC=C1 |c:9,11,31,33,t:5,29|"
686,hemomex-s,0.32276255,"CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O)C[C@@]21C |a:6,9,12,14,15,18,19,23,28,29,32,r|"
2107,Almotriptan,0.3226234,"CN(C)CCC1=CNC2=CC=C(CS(=O)(=O)N3CCCC3)C=C12 |t:5,8,10,22|"
2699,homatropine-methylbromide,0.322597227,"C[N+]1(C)C2CC[C@H]1C[C@H](C2)OC(=O)C(O)C1=CC=CC=C1 |a:6,8,r,c:19,21,t:17|"
374,Dihydroergocristine mesylate,0.322452774,"[H][C@@]12CCCN1C(=O)[C@]([H])(CC1=CC=CC=C1)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=C5C(=CC=C6)[C@@]4([H])C3)(O[C@@]21O)C(C)C |c:14,16,36,39,41,t:12,33|"
806,Indeloxazine Hydrochloride,0.322441029,"C(OC1=CC=CC2=C1CC=C2)C1CNCCO1 |c:4,6,10,t:2|"
1166,Norgestrel,0.296722337,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C |t:9|
1619,enrofloxacin,0.322208126,"CCN1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O |c:9,16,24,t:12|"
3126,landiolol,0.322103233,"CC1(C)OC[C@@H](COC(=O)CCC2=CC=C(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)C=C2)O1 |a:5,r,c:34,t:12,14|"
1181,(R)-baclofen,0.321889024,"NC[C@H](CC(O)=O)C1=CC=C(Cl)C=C1 |r,c:12,t:7,9|"
823,trimipramine,0.321820191,"C[C@@H](CN(C)C)CN1C2=C(CCC3=C1C=CC=C3)C=CC=C2 |&1:1,r,c:8,12,15,17,20,22|"
1285,piperazine,0.321669295,C1CNCCN1
2667,Canagliflozin,0.321617303,"CC1=C(CC2=CC=C(S2)C2=CC=C(F)C=C2)C=C(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O |c:1,6,15,18,20,t:4,10,12|"
2862,osimertinib,0.276442759,"COC1=C(NC2=NC=CC(=N2)C2=CN(C)C3=C2C=CC=C3)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C |c:2,7,9,16,19,21,31,t:5,12,24|"
127,Candesartan cilexetil,0.321304176,"CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(=CC=C2)C(=O)OC(C)OC(=O)OC1CCCCC1 |c:5,12,14,19,21,26,30,32,t:3,10,17,24|"
2872,disopyramide,0.320818534,"CC(C)N(CC[C@](C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C |&1:6,r,c:12,14,19,21,t:10,17|"
1066,buclizine,0.314389763,"CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1 |c:19,21,29,32,t:4,6,17,24,26|"
1900,Telbivudine,0.320184816,CC1=CN([C@@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O |t:1|
2386,hexylcaine,0.32016483,"C[C@@H](CNC1CCCCC1)OC(=O)C1=CC=CC=C1 |&1:1,r,c:16,18,t:14|"
2968,Balapiravir,0.200840654,"CC(C)C(=O)OC[C@]1(O[C@H]([C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C)N1C=CC(N)=NC1=O)N=[N+]=[N-] |c:26,29|"
3193,Nitromide,0.319847946,"NC(=O)C1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O |c:5,7,t:3|"
2398,Ingenol-3-angelate,-0.999155179,"[H][C@@]12C[C@@H](C)[C@]34C=C(C)[C@H](OC(=O)C(\C)=C/C)[C@@]3(O)[C@H](O)C(CO)=C[C@]([H])(C4=O)[C@]1([H])C2(C)C |c:24,t:6|"
3301,Etodolac,0.318922302,"CCC1=CC=CC2=C1NC1=C2CCO[C@@]1(CC)CC(O)=O |c:4,6,10,t:2|"
320,eugenol,0.318862557,"COC1=C(O)C=CC(CC=C)=C1 |c:2,5,10|"
3023,Candesartan,0.31884428,"CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)C(=CC=C2)C(O)=O |c:5,12,14,19,21,27,30,32,t:3,10,17,24|"
1788,stetaderm,0.318583599,"CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]12C |a:3,6,7,16,18,19,22,r,t:10|"
2039,Tafenoquine succinate,0.318412451,"COC1=NC2=C(C(C)=C1)C(OC1=CC=CC(=C1)C(F)(F)F)=C(OC)C=C2NC(C)CCCN |c:4,7,14,16,26,t:2,12,22|"
3136,orlistat,0.112136044,"CCCCCCCCCCC[C@@H](C[C@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@@H](CC(C)C)NC=O |a:11,13,17,27,r|"
16,Thimerosal,0.318181653,"CC[Hg]SC1=C(C=CC=C1)C([O-])=O |c:6,8,t:4|"
3613,Quizartinib,0.318079723,"CC(C)(C)C1=CC(NC(=O)NC2=CC=C(C=C2)C2=CN3C(SC4=CC(OCCN5CCOCC5)=CC=C34)=N2)=NO1 |c:13,15,35,40,42,t:4,11,18,23,37|"
828,carglumic-acid,0.317980876,"NC(=O)N[C@@H](CCC(O)=O)C(O)=O |a:4,r|"
979,trilostane,0.213671311,"C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(=O)C(C[C@]35C)C#N)[C@@H]1CC[C@@H]2O |a:1,4,5,8,10,15,19,22,r|"
1888,methacholine,0.317669164,"C[C@@H](C[N+](C)(C)C)OC(C)=O |&1:1,r|"
39,Enasidenib,0.317389437,"CC(C)(O)CNC1=NC(=NC(NC2=CC(=NC=C2)C(F)(F)F)=N1)C1=NC(=CC=C1)C(F)(F)F |c:8,14,16,22,27,29,t:6,12,25|"
1061,L-Glutamic Acid,0.316830357,[H][C@](N)(CCC(O)=O)C(O)=O
89,ethynodiol-diacetate,0.31668618,"CC(=O)O[C@H]1CC[C@@H]2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(OC(C)=O)C#C)[C@@H]3CCC2=C1 |a:4,7,8,11,13,16,23,r,c:29|"
2735,dutasteride,0.284447996,"C[C@]12CC[C@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)NC1=C(C=CC(=C1)C(F)(F)F)C(F)(F)F |a:1,4,5,8,14,16,19,r,c:12,29,31,t:27|"
3052,Cromolyn,0.316010126,"OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O |c:6,8,13,24,26,31,t:4,22|"
1426,Xipamide,0.31595714,"CC1=CC=CC(C)=C1NC(=O)C1=CC(=C(Cl)C=C1O)S(N)(=O)=O |c:3,6,17,t:1,12,14|"
1005,D-Serine,0.315525023,[H][C@@](N)(CO)C(O)=O
194,Norfloxacin,0.31548766,"CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1 |c:13,t:3,10,15|"
1747,acetylcysteine,0.31543192,"CC(=O)N[C@H](CS)C(O)=O |a:4,r|"
3307,Cephapirin Benzathine,0.315238735,"[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CSC1=CC=NC=C1)C(O)=O |c:9,24,26,t:22|"
