compound_id,name,HUVEC-1,HRCE-1,HRCE-2,smiles
2471,mirodenafil,0.369522863,,0.14692794,"CCCOC1=C(C=C(C=C1)S(=O)(=O)N1CCN(CCO)CC1)C1=NC2=C(N(CC)C=C2CCC)C(=O)N1 |c:6,8,31,t:4,24,26|"
1996,ufenamate,0.369185797,,0.063824642,"CCCCOC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)C=CC=C1 |c:7,12,14,21,23,t:10|"
2879,Aceclofenac,0.368807057,-0.080788704,,"OC(=O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl |c:10,12,16,19,21,t:8|"
3247,Flurizan,0.368729796,0.143757184,,"C[C@@H](C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1 |c:8,10,15,17,t:5,13|"
1895,Acexamic acid,0.368706842,,0.311294843,CC(=O)NCCCCCC(O)=O
3085,Pemetrexed,0.368546696,,0.278191751,"NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N1 |c:8,15,17,t:1,5,13|"
2426,Cridanimod,0.368528062,,0.161538604,"OC(=O)CN1C2=CC=CC=C2C(=O)C2=CC=CC=C12 |c:7,9,16,t:5,14,18|"
1678,nimorazole,0.368178001,,0.144429168,"[O-][N+](=O)C1=CN=CN1CCN1CCOCC1 |c:5,t:3|"
1306,Penicillin V,0.367529548,0.002552531,,"[H][C@@]1(NC(=O)COC2=CC=CC=C2)C(=O)N2[C@@H](C([O-])=O)C(C)(C)S[C@]12[H] |c:9,11,t:7|"
2203,bevantolol,0.248325034,,0.367507611,"COC1=C(OC)C=C(CCNC[C@H](O)COC2=CC(C)=CC=C2)C=C1 |&1:12,r,c:2,19,21,24,t:6,16|"
1732,tetrabenazine,0.367491614,,-0.001280968,"COC1=CC2=C(C=C1OC)[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2 |a:10,14,r,c:4,6,t:2|"
1214,phenolsulfonphthalein,0.367474869,,0.07808177,"OC1=CC=C(C=C1)C1(OS(=O)(=O)C2=C1C=CC=C2)C1=CC=C(O)C=C1 |c:3,5,13,16,18,26,t:1,21,23|"
2754,Bentiromide,0.367454642,,0.268621038,"OC(=O)C1=CC=C(NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)C2=CC=CC=C2)C=C1 |c:17,25,27,30,t:3,5,12,14,23|"
1941,josamycin,0.367333558,,0.080388823,"CO[C@H]1[C@@H](CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC(=O)CC(C)C)[C@@H](O)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C)OC(C)=O |a:2,3,8,15,17,20,24,26,28,30,32,34,43,45,48,49,r,t:11,13|"
3641,afatinib,0.366122372,,-0.141327634,"CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1 |a:12,r,c:9,20,31,35,t:18,22,25,28|"
1884,Thymoquinone,0.365754374,0.089773343,0.122109259,"CC(C)C1=CC(=O)C(C)=CC1=O |c:8,t:3|"
3228,pirenoxine,0.151654961,,0.365707457,"OC(=O)C1=CC(O)=C2C(=N1)C(=O)C=C1OC3=C(C=CC=C3)N=C21 |c:6,8,18,20,t:3,13,16,23|"
3079,Afuresertib,0.365651138,,,"CN1N=CC(Cl)=C1C1=C(Cl)SC(=C1)C(=O)NC(CN)CC1=CC(F)=CC=C1 |c:2,5,8,12,25,27,t:22|"
1528,Ecamsule triethanolamine,0.365165436,0.179294316,,"CC1(C)C2CCC1(CS(O)(=O)=O)C(=O)\C2=C/C1=CC=C(\C=C2\C3CCC(CS(O)(=O)=O)(C2=O)C3(C)C)C=C1 |c:40,t:18,20|"
2409,Letermovir,-0.078272694,,0.3650623,"COC1=CC(=CC=C1)N1CCN(CC1)C1=NC2=C(F)C=CC=C2[C@H](CC(O)=O)N1C1=CC(=CC=C1OC)C(F)(F)F |c:4,6,18,21,23,35,37,t:2,16,33|"
2747,N-Acetyl-L-cysteine,0.364708191,0.232085963,,[H][C@@](CS)(NC(C)=O)C(O)=O
2789,telmesteine,0.304113955,,0.364540695,CCOC(=O)N1CSCC1C(O)=O
2750,Entacapone,0.364215294,,0.198809827,"CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N |c:15,t:9,11|"
1146,trandolapril,0.364152237,0.320172479,,"CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H](C)C(=O)N1C2CCCCC2C[C@H]1C(O)=O |a:5,15,27,r,c:10,12,t:8|"
2786,mepacrine,0.363947514,,-0.004903207,"CCN(CC)CCC[C@H](C)NC1=C2C=CC(Cl)=CC2=NC2=CC=C(OC)C=C12 |&1:8,r,c:11,13,16,19,t:21,23,27|"
2129,Sulfalene(SMPZ),0.363667026,0.241566,,"COC1=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=CC=N1 |c:2,13,16,18,t:8,10|"
1428,methylprednisolone-sodium-succinate,0.245458454,0.363585042,0.218131825,"C[C@H]1CC2C3CC[C@](O)(C(=O)COC(=O)CCC(O)=O)[C@@]3(C)C[C@H](O)C2[C@@]2(C)C=CC(=O)C=C12 |r,c:30,t:34|"
3574,(+)-cloprostenol,0.363444294,-0.03107492,,"O[C@@H](COC1=CC=CC(Cl)=C1)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC([O-])=O |c:6,9,t:4|"
3208,Tanshinone IIA sulfonate sodium,0.363439215,,0.112956026,"CC1=C(OC2=C1C(=O)C(=O)C1=C2C=CC2=C1CCCC2(C)C)S([O-])(=O)=O |c:4,11,14,16,t:1|"
2685,Trimetozine,0.363341147,,0.202188001,"COC1=CC(=CC(OC)=C1OC)C(=O)N1CCOCC1 |c:4,8,t:2|"
179,Sivelestat,0.363226026,0.17525992,,"CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC1=C(C=CC=C1)C(=O)NCC([O-])=O |c:9,11,20,22,t:7,18|"
3057,secalciferol,0.247629797,0.363195589,,"C[C@H](CC[C@@H](O)C(C)(C)O)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C |a:1,4,10,13,18,24,r|"
3385,Pramoxine,0.363034685,,0.151091364,"CCCCOC1=CC=C(OCCCN2CCOCC2)C=C1 |c:20,t:5,7|"
3711,pentostatin,0.362834282,,0.09319771,OCC1OC(CC1O)N1C=NC2=C1NC=NCC2O
1218,5-Aminolevulinic acid,0.362820178,,0.045005312,NCC(=O)CCC(O)=O
768,4-Chlorophenol,0.362547719,,0.024123178,"OC1=CC=C(Cl)C=C1 |c:6,t:1,3|"
2284,Nicardipine,0.362357164,0.185508012,,"COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1 |c:4,9,15,17,33,35,t:13,31|"
1781,Ascorbic acid,0.362275029,,0.068982295,"OCC(O)[C@H]1OC(=O)C(=O)C1O |a:4,r|"
2703,Indacaterol,0.362023177,,-0.28905099,"CCC1=CC2=C(CC(C2)NC[C@H](O)C2=CC=C(O)C3=C2C=CC(=O)N3)C=C1CC |c:19,22,28,t:2,4,14,16|"
689,Zalcitabine,0.362008361,0.192720613,,"NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1 |c:6,t:1|"
311,nalfurafine,0.361282046,,0.134944859,"CN([C@@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CC2)[C@H]1O5)C(=O)\C=C\C1=COC=C1 |a:2,5,7,16,24,r,c:14,39,t:9,11,36,TLB:20:19:5:15.9.8|"
653,dinoprost,-0.377947283,,0.361118638,"CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O |a:5,9,10,13,15,r|"
1866,Alclometasone dipropionate,0.361048422,0.082944894,,"CCC(=O)OCC(=O)C1(OC(=O)CC)[C@H](C)C[C@H]2C3[C@H](Cl)CC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C |a:14,17,19,28,30,31,34,r,c:26,t:22|"
2082,Forodesine,0.360931015,,0.301314264,"OC[C@H]1N[C@H]([C@H](O)[C@@H]1O)C1=CNC2=C1NC=NC2=O |c:13,17,t:10|"
2175,Fidaxomicin,0.360652647,0.105759243,,"[H][C@@]1(O[C@H]2[C@@H](CC)\C=C(C)/[C@@H](O)C\C=C\C=C(CO[C@@H]3O[C@H](C)[C@@H](OC(=O)C4=C(CC)C(Cl)=C(O)C(Cl)=C4O)[C@H](O)[C@@H]3OC)\C(=O)O[C@]([H])(C\C=C(/C)\C=C2/C)[C@@H](C)O)OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@H]1O |c:15,27,36,52,t:7,13,32,55|"
2256,Linagliptin,0.360605316,,0.076695709,"CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=CC=CC=C3C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1 |c:5,7,18,20,24,t:14,16|"
3619,Allopregnanolone,0.360586919,,0.073054249,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
383,adefovir,0.360450355,0.250533059,,"NC1=C2N=CN(CCOCP(O)(O)=O)C2=NC=N1 |c:1,3,15,17|"
495,Bromantane,0.360120341,,0.349491831,"BrC1=CC=C(NC2C3CC4CC(C3)CC2C4)C=C1 |c:19,t:1,3|"
2441,JSH-23,0.359939311,,,"CC1=CC=C(NCCCC2=CC=CC=C2)C(N)=C1 |c:11,13,17,t:1,3,9|"
780,zolimidine,0.359836387,,0.12743897,"CS(=O)(=O)C1=CC=C(C=C1)C1=CN2C=CC=CC2=N1 |c:6,8,14,16,19,t:4,11|"
279,Galanthamine,0.359814278,0.253181977,,"COC1=CC=C2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3OC1=C24 |c:12,21,t:2,4|"
545,Lisinopril,0.358795967,0.264785182,,"NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O |c:12,14,t:10|"
3594,Favipiravir,0.358418029,0.168936343,0.069304257,"NC(=O)C1=NC(F)=CNC1=O |c:6,t:3|"
2461,Nicergoline,0.358389367,0.188677783,,"[H][C@]1(COC(=O)C2=CN=CC(Br)=C2)CN(C)[C@]2([H])CC3=CN(C)C4C=CC=C(C34)[C@]2(C1)OC |c:8,11,25,27,t:6,20|"
981,Diatrizoic acid,0.35800281,-0.012680649,,"CC(=O)NC1=C(I)C(C([O-])=O)=C(I)C(NC(C)=O)=C1I |c:4,17,t:10|"
3285,Amidopyrine,0.357800468,0.134432042,,"CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1 |c:3,14,16,t:12|"
2958,Meloxicam,0.357568986,0.076376786,,"CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O |c:17,19,t:6,8,12,15|"
1544,salinomycin,0.142820083,,0.356969782,"CC[C@H](C1CC[C@H](C)C(O1)[C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)C1O[C@@]2(O[C@@]3(CC[C@](C)(O3)C3CC[C@](O)(CC)[C@H](C)O3)[C@H](O)C=C2)[C@H](C)C[C@@H]1C)C(O)=O |a:2,6,10,12,14,18,23,25,28,34,38,41,45,48,r,c:46|"
3564,Lopinavir,0.356310463,0.043225545,0.060926166,"CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1 |c:23,25,33,36,38,45,47,t:21,43|"
2569,lobenzarit,0.355949705,,0.16848568,"OC(=O)C1=C(NC2=C(C=CC(Cl)=C2)C(O)=O)C=CC=C1 |c:3,8,11,17,19,t:6|"
1217,tulobuterol,0.355820599,-0.013662146,,"CC(C)(C)NC[C@H](O)C1=C(Cl)C=CC=C1 |&1:6,r,c:8,11,13|"
3581,demecarium,0.355727869,,0.159729105,"CN(CCCCCCCCCCN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C |c:19,21,33,35,t:17,31|"
727,Nitisinone,0.35550796,,0.298078056,"[O-][N+](=O)C1=CC(=CC=C1C(=O)C1C(=O)CCCC1=O)C(F)(F)F |c:5,7,t:3|"
2112,Clevudine,0.355324659,,0.050898132,CC1=CN([C@H]2O[C@@H](CO)[C@H](O)[C@@H]2F)C(=O)NC1=O |t:1|
941,Alibendol,0.354088506,0.181340583,,"COC1=CC(CC=C)=CC(C(=O)NCCO)=C1O |c:7,15,t:2|"
2709,Iloperidone,0.354017814,0.037442386,,"COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O |c:2,18,21,24,27,29,t:15|"
699,raclopride,0.354010985,,0.027982576,"CCN1CCC[C@H]1CNC(=O)C1=C(O)C(Cl)=CC(Cl)=C1OC |a:6,r,c:12,16,19|"
2092,Butenafine,0.353847971,,0.150018328,"CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=C2C=CC=CC2=CC=C1 |c:5,7,15,17,19,22,24,t:3|"
2662,Ritonavir,0.353609706,0.010538072,0.080932332,"CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1 |c:13,30,32,42,49,51,t:10,28,40,47|"
2986,CCT128930,0.353269888,,,"NC1(CC2=CC=C(Cl)C=C2)CCN(CC1)C1=C2C=CNC2=NC=N1 |c:8,17,19,23,25,t:3,5|"
3449,Atorvastatin,0.353265676,,0.088288727,"CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1 |c:3,10,12,15,35,40,42,t:8,30,32,38|"
2414,Cerdulatinib,0.353057742,,,"CCS(=O)(=O)N1CCN(CC1)C1=CC=C(NC2=NC=C(C(N)=O)C(NC3CC3)=N2)C=C1 |c:29,32,t:12,14,17,19|"
1375,physostigmine,0.284070852,0.353047557,,"CNC(=O)OC1=CC2=C(C=C1)N(C)[C@H]1N(C)CC[C@@]21C |a:13,18,r,c:7,9,t:5|"
3377,Doxofylline,0.353006053,0.060061199,,"CN1C2=C(N(CC3OCCO3)C=N2)C(=O)N(C)C1=O |c:12,t:2|"
567,17-hydroxyprogesterone-caproate,0.352612587,0.137122655,,"CCCCCC(=O)O[C@@]1(CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C)C(C)=O |a:8,21,26,r,t:15|"
2183,SC75741,0.352457654,,,"O=C(NC1=NC2=CC=C(C=C2N1)C(=O)C1=CC=CC=C1)C1=CSC(=N1)C1CCN(CC1)C1=C2SC=CC2=NC=N1 |c:7,9,18,20,26,36,39,42,44,t:3,5,16,23|"
2384,Sildenafil,0.352241186,0.115091605,,"CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1 |c:7,10,18,20,t:3,16|"
1483,clenbuterol,0.352115134,,-0.074368337,"CC(C)(C)NC[C@H](O)C1=CC(Cl)=C(N)C(Cl)=C1 |&1:6,r,c:15,t:8,11|"
2326,sacubitril,0.351583007,,0.072668317,"CCOC(=O)[C@H](C)C[C@@H](CC1=CC=C(C=C1)C1=CC=CC=C1)NC(=O)CCC(O)=O |a:5,8,r,c:12,14,19,21,t:10,17|"
2562,Alverine,0.144417508,,0.351535001,"CCN(CCCC1=CC=CC=C1)CCCC1=CC=CC=C1 |c:8,10,18,20,t:6,16|"
1974,phenprocoumon,0.351327775,,0.18293272,"CC[C@@H](C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2 |&1:2,r,c:5,7,10,13,19,21,t:3|"
1513,Rufinamide,0.351027172,0.163775574,,"NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1 |c:7,10,12,16,t:3|"
211,faropenem-medoxomil,0.350963275,,0.000690975,"C[C@@H](O)[C@@H]1[C@H]2SC([C@H]3CCCO3)=C(N2C1=O)C(=O)OCC1=C(C)OC(=O)O1 |a:1,3,4,7,r,c:12,23|"
372,Nimesulide,0.3505092,0.222979303,,"CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O |c:5,10,12,15,17,t:8|"
660,malic acid,0.350448907,0.233659455,,OC(CC(O)=O)C(O)=O
1410,Butacaine,0.350389122,0.053993101,,"CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1 |c:20,t:15,17|"
3372,hyoscyamine,0.350059096,,0.046903918,"CN1C2CC[C@@H]1C[C@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1 |a:5,7,12,r,c:19,21,t:17,THB:0:1:7.8.6:3.4|"
3556,Pioglitazone,0.349693289,,0.088077584,"CCC1=CC=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)N=C1 |c:22,25,t:2,4,9,11|"
3466,Naratriptan,0.349596178,0.221224419,,"CNS(=O)(=O)CCC1=CC=C2NC=C(C3CCN(C)CC3)C2=C1 |c:23,t:7,9,12|"
106,Metoclopramide,0.349508151,0.175477585,,"CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC |c:16,t:10,13|"
3344,Azatadine,0.349349096,0.092833867,,"CN1CCC(CC1)=C1C2=CC=CC=C2CCC2=CC=CN=C12 |c:11,13,20,t:9,18,22|"
675,cefepime,0.349326054,0.107253159,,"CO\N=C(\C(=O)NC1C2SCC(C[N+]3(C)CCCC3)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1 |c:19,33,t:29|"
1438,Polydatin,0.349001131,0.225650564,-0.00684643,"OC[C@H]1O[C@@H](OC2=CC(O)=CC(\C=C\C3=CC=C(O)C=C3)=C2)[C@@H](O)[C@@H](O)[C@@H]1O |c:9,19,21,t:6,14,16|"
2546,mozavaptan,0.348610372,0.183588602,,"CN(C)[C@H]1CCCN(C(=O)C2=CC=C(NC(=O)C3=C(C)C=CC=C3)C=C2)C2=C1C=CC=C2 |&1:3,r,c:17,20,22,25,28,31,33,t:10,12|"
2209,SLx-2119,0.348451755,,,"CC(C)NC(=O)COC1=CC=CC(=C1)C1=NC(NC2=CC3=C(NN=C3)C=C2)=C2C=CC=CC2=N1 |c:10,12,24,27,31,33,36,t:8,15,19,21,29|"
2942,Quinapril,0.347333723,,0.099998281,"CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=C(C[C@H]1C(O)=O)C=CC=C2 |c:10,12,22,30,32,t:8|"
2509,monoctanoin,0.347328222,-0.014786293,,CCCCCCCC(=O)OCC(O)CO
834,Sodium gualenate,0.347269559,0.204425879,,"CC(C)C1=CC2=C(C)C=C(C2=C(C)C=C1)S(O)(=O)=O |c:5,8,14,t:3,11|"
523,Trioxsalen,0.346168566,,0.006456984,"CC1=CC2=C(O1)C(C)=C1OC(=O)C=C(C)C1=C2 |c:3,17,t:1,8,13|"
2233,Glycopyrrolate,0.346000478,0.171521132,,"C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1 |c:21,23,t:19|"
1033,Ketanserin,0.345762352,0.298629849,,"FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=CC=CC=C3C2=O)CC1 |c:3,5,22,24,t:1,20|"
3427,Dapsone,0.345421277,0.267698089,,"NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1 |c:3,5,16,t:1,11,13|"
3413,pantoprazole,0.345298266,,0.106178565,"COC1=C(OC)C(C[S@](=O)C2=NC3=C(N2)C=CC(OC(F)F)=C3)=NC=C1 |&1:8,r,c:2,12,16,22,24,26,t:10|"
3007,Rosuvastatin,0.345150171,,0.024001657,"CC(C)C1=C(C=C[C@@H](O)C[C@@H](O)CC([O-])=O)C(=NC(=N1)N(C)S(C)(=O)=O)C1=CC=C(F)C=C1 |c:3,16,18,32,t:27,29|"
1695,Folinic acid,0.34477912,0.137349674,,"NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)N2C=O)N1 |c:14,16,t:1,5,12|"
421,TG101348,0.344732512,,-0.003206743,"CC1=C(NC2=CC=CC(=C2)S(=O)(=O)NC(C)(C)C)N=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1 |c:1,6,8,35,38,t:4,19,22,24|"
3738,NS-1643,0.344528996,,0.158024319,"OC1=C(NC(=O)NC2=C(O)C=CC(=C2)C(F)(F)F)C=C(C=C1)C(F)(F)F |c:1,7,10,12,19,21|"
350,Ropinirole,0.344507824,0.092068467,,"CCCN(CCC)CCC1=CC=CC2=C1CC(=O)N2 |c:11,13,t:9|"
508,tavaborole,0.344164163,0.223819018,,"OB1OCC2=C1C=CC(F)=C2 |c:4,7,10|"
2930,Toltrazuril,0.344144606,0.167536449,,"CN1C(=O)NC(=O)N(C1=O)C1=CC(C)=C(OC2=CC=C(SC(F)(F)F)C=C2)C=C1 |c:26,29,t:11,14,17,19|"
1011,floctafenine,-0.020322317,0.344144184,,"OCC(O)COC(=O)C1=C(NC2=C3C=CC=C(C3=NC=C2)C(F)(F)F)C=CC=C1 |c:8,11,13,15,18,20,27,29|"
649,Ticlopidine,0.343842641,,0.193980413,"ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2 |c:3,5,12,16,t:1|"
236,selamectin,0.343757052,0.035955907,,"CO[C@H]1CC(O[C@H]2[C@@H](C)\C=C\C=C3\CO[C@@H]4\C(=N/O)C(C)=C[C@@H](C(=O)O[C@H]5C[C@@H](C\C=C2/C)O[C@@]2(CC[C@H](C)[C@H](O2)C2CCCCC2)C5)[C@]34O)O[C@@H](C)C1O |a:2,6,7,15,22,26,28,34,37,39,48,51,r,c:20,t:9,11,30|"
2766,Pramipexole,0.34290494,,0.023283644,"CCCN[C@H]1CCC2=C(C1)SC(N)=N2 |c:7,13|"
3544,Hexylresorcinol,0.342865459,0.233663491,,"CCCCCCC1=CC=C(O)C=C1O |c:11,t:6,8|"
1232,simvastatin,0.342800348,,0.120575196,"CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12 |r,c:14,t:12|"
568,Leflunomide,0.342684059,,0.049219172,"CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F |c:3,12,14,t:1,10|"
3425,Gefitinib,0.342579472,,0.177990659,"COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC=C(F)C(Cl)=C3)=NC=NC2=C1 |c:2,25,27,29,32,t:15,19,21|"
755,Fexaramine,0.342206083,,,"COC(=O)\C=C\C1=CC=CC(=C1)N(CC1=CC=C(C=C1)C1=CC=C(C=C1)N(C)C)C(=O)C1CCCCC1 |c:8,10,17,19,24,26,t:6,15,22|"
305,Flunixin meglumin,0.341855362,0.244812043,,"CC1=C(C=CC=C1NC1=NC=CC=C1C(O)=O)C(F)(F)F |c:3,5,11,13,t:1,9|"
2255,belotecan,-0.982525324,,0.341622223,"CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=C(CCNC(C)C)C4=CC=CC=C4N=C13)C2=O |c:8,11,15,25,27,t:23,30|"
334,phenprobamate,0.341177536,0.169135525,,"NC(=O)OCCCC1=CC=CC=C1 |c:9,11,t:7|"
2141,fenoprofen,0.281894339,,0.341159557,"C[C@@H](C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1 |&1:1,r,c:11,13,15,17,t:5,9|"
2590,Dolutegravir,0.340804745,,-0.021850678,"[H][C@]12CN3C=C(C(=O)NCC4=C(F)C=C(F)C=C4)C(=O)C(O)=C3C(=O)N1[C@@H](C)CCO2 |c:10,16,22,t:4,13|"
2333,Midodrine,0.340495984,0.173867774,,"COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1 |c:16,t:2,12|"
2895,Trospium,0.340491303,0.086934728,,"[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1 |c:17,19,24,26,t:15,22|"
2501,Amoxapine,0.340441447,0.102714183,,"ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1 |c:8,10,13,23,t:1,3,6|"
1829,Folic acid,0.340397944,0.159146031,,"NC1=NC(=O)C2=C(N1)N=CC(CNC1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=N2 |c:5,9,16,18,32,t:1,14|"
2609,metacresol,0.339440078,,-0.03641668,"CC1=CC=CC(O)=C1 |c:3,6,t:1|"
2199,bethanechol,0.339179795,0.073374191,,"C[C@@H](C[N+](C)(C)C)OC(N)=O |&1:1,r|"
2646,cloxacillin,0.339108999,,0.188756481,"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1Cl)C([O-])=O |r,c:16,20,25,27,t:23|"
1880,Gliclazide,0.338194644,0.080680074,,"CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1 |c:3,5,t:1|"
1916,Erythromycin,0.337352162,,0.043586499,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
1675,cimetropium,0.337008342,,0.085858515,"C[N+]1(CC2CC2)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1 |a:6,8,10,11,13,17,r,c:26,28,t:24,TLB:2:1:8.9.7:11.13,0:1:8.9.7:11.13|"
2432,Idebenone,0.336630457,,0.083492288,"COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O |c:2,t:19|"
253,Triclabendazole,0.336548798,,0.17997566,"CSC1=NC2=C(N1)C=C(Cl)C(OC1=C(Cl)C(Cl)=CC=C1)=C2 |c:4,13,17,19,21,t:2,8|"
692,Prednisone,0.336433413,,,"C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO |c:13,t:9|"
2898,Apixaban,0.335772637,,0.274813657,"COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O |c:4,6,15,26,28,t:2,10,24|"
749,Marbofloxacin,0.335770708,0.242784678,,"CN1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN3N(C)COC1=C23)C(O)=O |c:8,15,23,t:11|"
943,barnidipine,0.335745304,-0.001023205,,"COC(=O)C1=C(C)NC(C)=C([C@H]1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)O[C@H]1CCN(CC2=CC=CC=C2)C1 |a:11,24,r,c:4,9,15,17,33,35,t:13,31|"
195,BTK IN-1,0.335555733,,0.107080995,"ClC1=CC(NCC(=O)NC2CCCN(C2)C2=C3C=CNC3=NC=N2)=CC=C1 |c:16,18,22,24,26,28,t:1|"
