compound_id,name,HRCE-1,HRCE-2,smiles
279,Galanthamine,0.253181977,,"COC1=CC=C2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3OC1=C24 |c:12,21,t:2,4|"
545,Lisinopril,0.264785182,,"NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O |c:12,14,t:10|"
3594,Favipiravir,0.168936343,0.069304257,"NC(=O)C1=NC(F)=CNC1=O |c:6,t:3|"
2461,Nicergoline,0.188677783,,"[H][C@]1(COC(=O)C2=CN=CC(Br)=C2)CN(C)[C@]2([H])CC3=CN(C)C4C=CC=C(C34)[C@]2(C1)OC |c:8,11,25,27,t:6,20|"
981,Diatrizoic acid,-0.012680649,,"CC(=O)NC1=C(I)C(C([O-])=O)=C(I)C(NC(C)=O)=C1I |c:4,17,t:10|"
3285,Amidopyrine,0.134432042,,"CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1 |c:3,14,16,t:12|"
2958,Meloxicam,0.076376786,,"CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O |c:17,19,t:6,8,12,15|"
1544,salinomycin,,0.356969782,"CC[C@H](C1CC[C@H](C)C(O1)[C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)C1O[C@@]2(O[C@@]3(CC[C@](C)(O3)C3CC[C@](O)(CC)[C@H](C)O3)[C@H](O)C=C2)[C@H](C)C[C@@H]1C)C(O)=O |a:2,6,10,12,14,18,23,25,28,34,38,41,45,48,r,c:46|"
3564,Lopinavir,0.043225545,0.060926166,"CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1 |c:23,25,33,36,38,45,47,t:21,43|"
2569,lobenzarit,,0.16848568,"OC(=O)C1=C(NC2=C(C=CC(Cl)=C2)C(O)=O)C=CC=C1 |c:3,8,11,17,19,t:6|"
1217,tulobuterol,-0.013662146,,"CC(C)(C)NC[C@H](O)C1=C(Cl)C=CC=C1 |&1:6,r,c:8,11,13|"
3581,demecarium,,0.159729105,"CN(CCCCCCCCCCN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C |c:19,21,33,35,t:17,31|"
727,Nitisinone,,0.298078056,"[O-][N+](=O)C1=CC(=CC=C1C(=O)C1C(=O)CCCC1=O)C(F)(F)F |c:5,7,t:3|"
2112,Clevudine,,0.050898132,CC1=CN([C@H]2O[C@@H](CO)[C@H](O)[C@@H]2F)C(=O)NC1=O |t:1|
941,Alibendol,0.181340583,,"COC1=CC(CC=C)=CC(C(=O)NCCO)=C1O |c:7,15,t:2|"
2709,Iloperidone,0.037442386,,"COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O |c:2,18,21,24,27,29,t:15|"
699,raclopride,,0.027982576,"CCN1CCC[C@H]1CNC(=O)C1=C(O)C(Cl)=CC(Cl)=C1OC |a:6,r,c:12,16,19|"
2092,Butenafine,,0.150018328,"CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=C2C=CC=CC2=CC=C1 |c:5,7,15,17,19,22,24,t:3|"
2662,Ritonavir,0.010538072,0.080932332,"CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1 |c:13,30,32,42,49,51,t:10,28,40,47|"
2986,CCT128930,,,"NC1(CC2=CC=C(Cl)C=C2)CCN(CC1)C1=C2C=CNC2=NC=N1 |c:8,17,19,23,25,t:3,5|"
3449,Atorvastatin,,0.088288727,"CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1 |c:3,10,12,15,35,40,42,t:8,30,32,38|"
2414,Cerdulatinib,,,"CCS(=O)(=O)N1CCN(CC1)C1=CC=C(NC2=NC=C(C(N)=O)C(NC3CC3)=N2)C=C1 |c:29,32,t:12,14,17,19|"
1375,physostigmine,0.353047557,,"CNC(=O)OC1=CC2=C(C=C1)N(C)[C@H]1N(C)CC[C@@]21C |a:13,18,r,c:7,9,t:5|"
3377,Doxofylline,0.060061199,,"CN1C2=C(N(CC3OCCO3)C=N2)C(=O)N(C)C1=O |c:12,t:2|"
567,17-hydroxyprogesterone-caproate,0.137122655,,"CCCCCC(=O)O[C@@]1(CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C)C(C)=O |a:8,21,26,r,t:15|"
2183,SC75741,,,"O=C(NC1=NC2=CC=C(C=C2N1)C(=O)C1=CC=CC=C1)C1=CSC(=N1)C1CCN(CC1)C1=C2SC=CC2=NC=N1 |c:7,9,18,20,26,36,39,42,44,t:3,5,16,23|"
2384,Sildenafil,0.115091605,,"CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1 |c:7,10,18,20,t:3,16|"
1483,clenbuterol,,-0.074368337,"CC(C)(C)NC[C@H](O)C1=CC(Cl)=C(N)C(Cl)=C1 |&1:6,r,c:15,t:8,11|"
2326,sacubitril,,0.072668317,"CCOC(=O)[C@H](C)C[C@@H](CC1=CC=C(C=C1)C1=CC=CC=C1)NC(=O)CCC(O)=O |a:5,8,r,c:12,14,19,21,t:10,17|"
2562,Alverine,,0.351535001,"CCN(CCCC1=CC=CC=C1)CCCC1=CC=CC=C1 |c:8,10,18,20,t:6,16|"
1974,phenprocoumon,,0.18293272,"CC[C@@H](C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2 |&1:2,r,c:5,7,10,13,19,21,t:3|"
1513,Rufinamide,0.163775574,,"NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1 |c:7,10,12,16,t:3|"
211,faropenem-medoxomil,,0.000690975,"C[C@@H](O)[C@@H]1[C@H]2SC([C@H]3CCCO3)=C(N2C1=O)C(=O)OCC1=C(C)OC(=O)O1 |a:1,3,4,7,r,c:12,23|"
372,Nimesulide,0.222979303,,"CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O |c:5,10,12,15,17,t:8|"
660,malic acid,0.233659455,,OC(CC(O)=O)C(O)=O
1410,Butacaine,0.053993101,,"CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1 |c:20,t:15,17|"
3372,hyoscyamine,,0.046903918,"CN1C2CC[C@@H]1C[C@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1 |a:5,7,12,r,c:19,21,t:17,THB:0:1:7.8.6:3.4|"
3556,Pioglitazone,,0.088077584,"CCC1=CC=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)N=C1 |c:22,25,t:2,4,9,11|"
3466,Naratriptan,0.221224419,,"CNS(=O)(=O)CCC1=CC=C2NC=C(C3CCN(C)CC3)C2=C1 |c:23,t:7,9,12|"
106,Metoclopramide,0.175477585,,"CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC |c:16,t:10,13|"
3344,Azatadine,0.092833867,,"CN1CCC(CC1)=C1C2=CC=CC=C2CCC2=CC=CN=C12 |c:11,13,20,t:9,18,22|"
675,cefepime,0.107253159,,"CO\N=C(\C(=O)NC1C2SCC(C[N+]3(C)CCCC3)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1 |c:19,33,t:29|"
1438,Polydatin,0.225650564,-0.00684643,"OC[C@H]1O[C@@H](OC2=CC(O)=CC(\C=C\C3=CC=C(O)C=C3)=C2)[C@@H](O)[C@@H](O)[C@@H]1O |c:9,19,21,t:6,14,16|"
2546,mozavaptan,0.183588602,,"CN(C)[C@H]1CCCN(C(=O)C2=CC=C(NC(=O)C3=C(C)C=CC=C3)C=C2)C2=C1C=CC=C2 |&1:3,r,c:17,20,22,25,28,31,33,t:10,12|"
2209,SLx-2119,,,"CC(C)NC(=O)COC1=CC=CC(=C1)C1=NC(NC2=CC3=C(NN=C3)C=C2)=C2C=CC=CC2=N1 |c:10,12,24,27,31,33,36,t:8,15,19,21,29|"
2942,Quinapril,,0.099998281,"CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=C(C[C@H]1C(O)=O)C=CC=C2 |c:10,12,22,30,32,t:8|"
2509,monoctanoin,-0.014786293,,CCCCCCCC(=O)OCC(O)CO
834,Sodium gualenate,0.204425879,,"CC(C)C1=CC2=C(C)C=C(C2=C(C)C=C1)S(O)(=O)=O |c:5,8,14,t:3,11|"
523,Trioxsalen,,0.006456984,"CC1=CC2=C(O1)C(C)=C1OC(=O)C=C(C)C1=C2 |c:3,17,t:1,8,13|"
2233,Glycopyrrolate,0.171521132,,"C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1 |c:21,23,t:19|"
1033,Ketanserin,0.298629849,,"FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=CC=CC=C3C2=O)CC1 |c:3,5,22,24,t:1,20|"
3427,Dapsone,0.267698089,,"NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1 |c:3,5,16,t:1,11,13|"
3413,pantoprazole,,0.106178565,"COC1=C(OC)C(C[S@](=O)C2=NC3=C(N2)C=CC(OC(F)F)=C3)=NC=C1 |&1:8,r,c:2,12,16,22,24,26,t:10|"
3007,Rosuvastatin,,0.024001657,"CC(C)C1=C(C=C[C@@H](O)C[C@@H](O)CC([O-])=O)C(=NC(=N1)N(C)S(C)(=O)=O)C1=CC=C(F)C=C1 |c:3,16,18,32,t:27,29|"
1695,Folinic acid,0.137349674,,"NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)N2C=O)N1 |c:14,16,t:1,5,12|"
421,TG101348,,-0.003206743,"CC1=C(NC2=CC=CC(=C2)S(=O)(=O)NC(C)(C)C)N=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1 |c:1,6,8,35,38,t:4,19,22,24|"
3738,NS-1643,,0.158024319,"OC1=C(NC(=O)NC2=C(O)C=CC(=C2)C(F)(F)F)C=C(C=C1)C(F)(F)F |c:1,7,10,12,19,21|"
350,Ropinirole,0.092068467,,"CCCN(CCC)CCC1=CC=CC2=C1CC(=O)N2 |c:11,13,t:9|"
508,tavaborole,0.223819018,,"OB1OCC2=C1C=CC(F)=C2 |c:4,7,10|"
2930,Toltrazuril,0.167536449,,"CN1C(=O)NC(=O)N(C1=O)C1=CC(C)=C(OC2=CC=C(SC(F)(F)F)C=C2)C=C1 |c:26,29,t:11,14,17,19|"
1011,floctafenine,0.344144184,,"OCC(O)COC(=O)C1=C(NC2=C3C=CC=C(C3=NC=C2)C(F)(F)F)C=CC=C1 |c:8,11,13,15,18,20,27,29|"
649,Ticlopidine,,0.193980413,"ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2 |c:3,5,12,16,t:1|"
236,selamectin,0.035955907,,"CO[C@H]1CC(O[C@H]2[C@@H](C)\C=C\C=C3\CO[C@@H]4\C(=N/O)C(C)=C[C@@H](C(=O)O[C@H]5C[C@@H](C\C=C2/C)O[C@@]2(CC[C@H](C)[C@H](O2)C2CCCCC2)C5)[C@]34O)O[C@@H](C)C1O |a:2,6,7,15,22,26,28,34,37,39,48,51,r,c:20,t:9,11,30|"
2766,Pramipexole,,0.023283644,"CCCN[C@H]1CCC2=C(C1)SC(N)=N2 |c:7,13|"
3544,Hexylresorcinol,0.233663491,,"CCCCCCC1=CC=C(O)C=C1O |c:11,t:6,8|"
1232,simvastatin,,0.120575196,"CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12 |r,c:14,t:12|"
568,Leflunomide,,0.049219172,"CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F |c:3,12,14,t:1,10|"
3425,Gefitinib,,0.177990659,"COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC=C(F)C(Cl)=C3)=NC=NC2=C1 |c:2,25,27,29,32,t:15,19,21|"
755,Fexaramine,,,"COC(=O)\C=C\C1=CC=CC(=C1)N(CC1=CC=C(C=C1)C1=CC=C(C=C1)N(C)C)C(=O)C1CCCCC1 |c:8,10,17,19,24,26,t:6,15,22|"
305,Flunixin meglumin,0.244812043,,"CC1=C(C=CC=C1NC1=NC=CC=C1C(O)=O)C(F)(F)F |c:3,5,11,13,t:1,9|"
2255,belotecan,,0.341622223,"CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=C(CCNC(C)C)C4=CC=CC=C4N=C13)C2=O |c:8,11,15,25,27,t:23,30|"
334,phenprobamate,0.169135525,,"NC(=O)OCCCC1=CC=CC=C1 |c:9,11,t:7|"
2141,fenoprofen,,0.341159557,"C[C@@H](C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1 |&1:1,r,c:11,13,15,17,t:5,9|"
2590,Dolutegravir,,-0.021850678,"[H][C@]12CN3C=C(C(=O)NCC4=C(F)C=C(F)C=C4)C(=O)C(O)=C3C(=O)N1[C@@H](C)CCO2 |c:10,16,22,t:4,13|"
2333,Midodrine,0.173867774,,"COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1 |c:16,t:2,12|"
2895,Trospium,0.086934728,,"[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1 |c:17,19,24,26,t:15,22|"
2501,Amoxapine,0.102714183,,"ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1 |c:8,10,13,23,t:1,3,6|"
1829,Folic acid,0.159146031,,"NC1=NC(=O)C2=C(N1)N=CC(CNC1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=N2 |c:5,9,16,18,32,t:1,14|"
2609,metacresol,,-0.03641668,"CC1=CC=CC(O)=C1 |c:3,6,t:1|"
2199,bethanechol,0.073374191,,"C[C@@H](C[N+](C)(C)C)OC(N)=O |&1:1,r|"
2646,cloxacillin,,0.188756481,"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1Cl)C([O-])=O |r,c:16,20,25,27,t:23|"
1880,Gliclazide,0.080680074,,"CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1 |c:3,5,t:1|"
1916,Erythromycin,,0.043586499,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
1675,cimetropium,,0.085858515,"C[N+]1(CC2CC2)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1 |a:6,8,10,11,13,17,r,c:26,28,t:24,TLB:2:1:8.9.7:11.13,0:1:8.9.7:11.13|"
2432,Idebenone,,0.083492288,"COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O |c:2,t:19|"
253,Triclabendazole,,0.17997566,"CSC1=NC2=C(N1)C=C(Cl)C(OC1=C(Cl)C(Cl)=CC=C1)=C2 |c:4,13,17,19,21,t:2,8|"
692,Prednisone,,,"C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO |c:13,t:9|"
2898,Apixaban,,0.274813657,"COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O |c:4,6,15,26,28,t:2,10,24|"
749,Marbofloxacin,0.242784678,,"CN1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN3N(C)COC1=C23)C(O)=O |c:8,15,23,t:11|"
943,barnidipine,-0.001023205,,"COC(=O)C1=C(C)NC(C)=C([C@H]1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)O[C@H]1CCN(CC2=CC=CC=C2)C1 |a:11,24,r,c:4,9,15,17,33,35,t:13,31|"
195,BTK IN-1,,0.107080995,"ClC1=CC(NCC(=O)NC2CCCN(C2)C2=C3C=CNC3=NC=N2)=CC=C1 |c:16,18,22,24,26,28,t:1|"
160,rifampin,,0.106434725,"CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(C)CC1)=C(O)C4=C3C2=O |a:2,6,26,28,30,32,34,36,41,r,c:9,58,t:3,13,16,24,54|"
887,fosphenytoin,,-0.010746208,"OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1 |c:16,18,23,25,t:14,21|"
2700,ergonovine,0.110076412,,"CC(CO)NC(=O)C1CN(C)[C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1 |a:11,r,c:18,25,t:13,16,20|"
1982,Voxelotor,0.163751242,,"CC(C)N1N=CC=C1C1=NC=CC=C1COC1=CC=CC(O)=C1C=O |c:4,6,11,13,20,23,t:9,18|"
45,cleviprex,,0.139558295,"CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C([C@@H]1C1=CC=CC(Cl)=C1Cl)C(=O)OC |&1:17,r,c:10,15,21,24,t:19|"
143,Zilpaterol,,-0.241743706,"CC(C)N[C@H]1CCN2C(=O)NC3=CC=CC([C@@H]1O)=C23 |c:13,t:11,18|"
2145,Prazosin,0.076667318,,"COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1 |c:2,9,11,14,28,t:6,26|"
2738,nedocromil,,0.056209375,"CCCC1=C2N(CC)C(=CC(=O)C2=CC2=C1OC(=CC2=O)C(O)=O)C(O)=O |c:3,8,13,15,19|"
1043,methsuximide,0.323967324,,"CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1 |c:12,14,t:10|"
354,Talmapimod,,,"C[C@H]1CN([C@H](C)CN1CC1=CC=C(F)C=C1)C(=O)C1=C(Cl)C=C2N(C)C=C(C(=O)C(=O)N(C)C)C2=C1 |c:15,20,37,t:10,12,23,27|"
1110,Lornoxicam,0.181460236,,"CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=C(Cl)S2)S1(=O)=O |c:8,10,t:6,12,15,17|"
2303,Droperidol,,0.171738597,"OC1=NC2=CC=CC=C2N1C1=CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1 |c:5,7,26,t:1,3,12,21,23|"
557,enocitabine,0.328843466,,"CCCCCCCCCCCCCCCCCCCCCC(=O)NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O |a:31,33,36,38,r,c:29,t:24|"
3691,Sabutoclax,,,"CC(CNC(=O)C1=C(O)C(O)=CC2=C(O)C(=C(C)C=C12)C1=C(C)C=C2C(C=C(O)C(O)=C2C(=O)NCC(C)C2=CC=CC=C2)=C1O)C1=CC=CC=C1 |c:6,10,12,22,25,32,43,45,47,53,55,t:15,18,28,41,51|"
1443,chlorotrianisene,0.144252184,,"COC1=CC=C(C=C1)C(Cl)=C(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1 |c:4,6,18,27,t:2,12,14,21,23|"
1343,Clinofibrate,,0.119397843,"CCC(C)(OC1=CC=C(C=C1)C1(CCCCC1)C1=CC=C(OC(C)(CC)C(O)=O)C=C1)C(O)=O |c:7,9,31,t:5,19,21|"
3615,KPT-276,0.327951978,,"FC(F)(F)C1=CC(=CC(=C1)C1=NN(\C=C/C(=O)N2CC(F)(F)C2)C=N1)C(F)(F)F |c:6,8,25,t:4,11|"
1351,Spiramycin,0.13876753,,"CO[C@@H]1[C@H](O)CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O[C@H]2CC[C@@H]([C@H](C)O2)N(C)C)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@H]1O[C@@H](C)[C@H](O[C@@H]2C[C@](C)(O)[C@H](O)[C@@H](C)O2)[C@H]([C@@H]1O)N(C)C |t:12,14|"
501,pralidoxime,,0.021538595,"C[N+]1=C(\C=N\O)C=CC=C1 |c:1,6,8|"
2017,isometheptene-mucate,0.068365832,,CNC(C)CCC=C(C)C
391,Azaperone,0.243704827,,"FC1=CC=C(C=C1)C(=O)CCCN1CCN(CC1)C1=CC=CC=N1 |c:3,5,22,24,t:1,20|"
397,Nylidrin,,-0.044701897,"CC(CCC1=CC=CC=C1)NC(C)C(O)C1=CC=C(O)C=C1 |c:6,8,21,t:4,16,18|"
620,betazole,0.111088593,,"NCCC1=NNC=C1 |c:6,t:3|"
1032,Torsemide,0.11608208,,"CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1 |c:10,15,18,21,23,t:13|"
1100,adrafinil,0.200342925,,"ONC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1 |c:10,12,17,19,t:8,15|"
1383,norethisterone-enanthate,0.061147691,,"CCCCCCC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C |a:9,12,13,22,23,26,r,t:16|"
203,Olopatadine,,0.088549182,"CN(C)CC\C=C1/C2=C(COC3=C1C=C(CC(O)=O)C=C3)C=CC=C2 |c:7,11,20,23,25,t:14|"
1662,Clofoctol,0.325480781,,"CC(C)(C)CC(C)(C)C1=CC(CC2=C(Cl)C=C(Cl)C=C2)=C(O)C=C1 |c:12,18,23,t:8,15,20|"
333,viloxazine,,0.081491893,"CCOC1=C(OCC2CNCCO2)C=CC=C1 |c:3,14,16|"
2956,Ipratropium,,0.106678591,"CC(C)[N+]1(C)C2CCC1CC(C2)OC(=O)C(CO)C1=CC=CC=C1 |c:22,24,t:20|"
897,Acalabrutinib,0.127903055,,"CC#CC(=O)N1CCC[C@H]1C1=NC(=C2N1C=CN=C2N)C1=CC=C(C=C1)C(=O)NC1=NC=CC=C1 |c:13,17,19,25,27,35,37,t:11,23,33|"
2244,Chloroguanide,,0.102021837,"CC(C)N=C(N)\N=C(/N)NC1=CC=C(Cl)C=C1 |c:15,t:10,12|"
1591,atenolol-(+/-),,0.219096751,"CC(C)NC[C@H](O)COC1=CC=C(CC(N)=O)C=C1 |&1:5,r,c:17,t:9,11|"
978,nadifloxacin,0.170152361,,"C[C@H]1CCC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCC(O)CC1 |&1:1,r,c:4,16,19,t:8|"
788,Triflusal,,0.081113471,"CC(=O)OC1=CC(=CC=C1C(O)=O)C(F)(F)F |c:6,8,t:4|"
2435,paritaprevir,,0.151037969,"CC1=CN=C(C=N1)C(=O)N[C@H]1CCCCC\C=C/[C@@H]2C[C@]2(NC(=O)[C@@H]2C[C@H](CN2C1=O)OC1=NC2=CC=CC=C2C2=CC=CC=C12)C(=O)NS(=O)(=O)C1CC1 |a:10,18,20,24,26,r,c:3,5,17,40,42,47,t:1,36,38,45,49|"
336,secnidazole,,0.148814127,"C[C@H](O)CN1C(C)=NC=C1[N+]([O-])=O |&1:1,r,c:6,8|"
678,SCMC-Lys,,0.174894542,"N[C@@H](CSCC(O)=O)C(O)=O |a:1,r|"
702,mupirocin,,0.093041228,"C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O |a:1,3,5,7,9,12,31,33,r|"
3639,4-Biphenylacetic acid,0.244594782,,"OC(=O)CC1=CC=C(C=C1)C1=CC=CC=C1 |c:6,8,13,15,t:4,11|"
2060,Tamibarotene,0.323210238,,"CC1(C)CCC(C)(C)C2=C1C=CC(NC(=O)C1=CC=C(C=C1)C(O)=O)=C2 |c:8,11,19,21,26,t:17|"
3720,AZD 1283,,0.322883606,"CCOC(=O)C1=CC(C#N)=C(N=C1C)N1CCC(CC1)C(=O)NS(=O)(=O)CC1=CC=CC=C1 |c:9,11,31,33,t:5,29|"
686,hemomex-s,0.0640425,,"CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O)C[C@@]21C |a:6,9,12,14,15,18,19,23,28,29,32,r|"
2107,Almotriptan,0.035862804,,"CN(C)CCC1=CNC2=CC=C(CS(=O)(=O)N3CCCC3)C=C12 |t:5,8,10,22|"
2699,homatropine-methylbromide,0.034208674,,"C[N+]1(C)C2CC[C@H]1C[C@H](C2)OC(=O)C(O)C1=CC=CC=C1 |a:6,8,r,c:19,21,t:17|"
374,Dihydroergocristine mesylate,,0.155307626,"[H][C@@]12CCCN1C(=O)[C@]([H])(CC1=CC=CC=C1)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=C5C(=CC=C6)[C@@]4([H])C3)(O[C@@]21O)C(C)C |c:14,16,36,39,41,t:12,33|"
806,Indeloxazine Hydrochloride,-0.042478498,,"C(OC1=CC=CC2=C1CC=C2)C1CNCCO1 |c:4,6,10,t:2|"
1166,Norgestrel,,0.322232038,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C |t:9|
1619,enrofloxacin,,-0.124624873,"CCN1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O |c:9,16,24,t:12|"
3126,landiolol,0.190755623,,"CC1(C)OC[C@@H](COC(=O)CCC2=CC=C(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)C=C2)O1 |a:5,r,c:34,t:12,14|"
1181,(R)-baclofen,0.321704068,,"NC[C@H](CC(O)=O)C1=CC=C(Cl)C=C1 |r,c:12,t:7,9|"
823,trimipramine,0.080256031,,"C[C@@H](CN(C)C)CN1C2=C(CCC3=C1C=CC=C3)C=CC=C2 |&1:1,r,c:8,12,15,17,20,22|"
1285,piperazine,0.179928962,,C1CNCCN1
2667,Canagliflozin,0.229216227,,"CC1=C(CC2=CC=C(S2)C2=CC=C(F)C=C2)C=C(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O |c:1,6,15,18,20,t:4,10,12|"
2862,osimertinib,0.321599544,,"COC1=C(NC2=NC=CC(=N2)C2=CN(C)C3=C2C=CC=C3)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C |c:2,7,9,16,19,21,31,t:5,12,24|"
127,Candesartan cilexetil,0.160213071,,"CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(=CC=C2)C(=O)OC(C)OC(=O)OC1CCCCC1 |c:5,12,14,19,21,26,30,32,t:3,10,17,24|"
2872,disopyramide,0.198700166,,"CC(C)N(CC[C@](C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C |&1:6,r,c:12,14,19,21,t:10,17|"
1066,buclizine,,0.320477932,"CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1 |c:19,21,29,32,t:4,6,17,24,26|"
